sector;tipo_jornada;unidad;periodo;valor
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2025T4;6.0
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2025T3;5.7
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2025T2;4.6
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2025T1;5.1
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2024T4;4.7
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2024T3;5.1
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2024T2;5.9
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2024T1;5.8
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2023T4;6.0
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2023T3;6.0
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2023T2;5.9
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2023T1;6.3
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2022T4;6.8
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2022T3;6.7
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2022T2;6.8
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2022T1;6.2
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2021T4;6.8
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2021T3;6.3
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2021T2;6.2
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2021T1;6.7
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2020T4;5.6
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2020T3;7.1
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2020T2;6.7
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2020T1;6.5
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2019T4;5.5
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2019T3;6.8
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2019T2;7.9
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2019T1;7.0
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2018T4;7.3
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2018T3;7.5
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2018T2;7.6
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2018T1;8.2
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2017T4;7.7
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2017T3;6.7
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2017T2;8.0
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2017T1;8.1
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2016T4;6.9
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2016T3;7.4
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2016T2;7.0
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2016T1;7.6
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2015T4;7.1
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2015T3;7.3
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2015T2;6.5
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2015T1;7.4
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2014T4;6.9
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2014T3;8.4
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2014T2;9.2
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2014T1;8.0
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2013T4;8.3
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2013T3;9.1
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2013T2;9.4
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2013T1;8.3
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2012T4;7.2
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2012T3;8.4
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2012T2;8.4
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2012T1;8.0
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2011T4;7.5
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2011T3;7.6
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2011T2;8.8
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2011T1;8.2
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2010T4;8.1
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2010T3;7.2
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2010T2;7.6
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2010T1;7.7
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2009T4;8.0
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2009T3;8.6
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2009T2;8.6
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2009T1;7.3
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2008T4;8.3
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2008T3;7.6
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2008T2;8.2
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2008T1;8.2
