sector;tipo_jornada;unidad;periodo;valor
Total nacional;Jornada a tiempo parcial;Porcentaje;2011T3;13.0
Total nacional;Jornada a tiempo parcial;Porcentaje;2011T2;13.9
Total nacional;Jornada a tiempo parcial;Porcentaje;2011T1;13.9
Total nacional;Jornada a tiempo parcial;Porcentaje;2010T4;13.2
Total nacional;Jornada a tiempo parcial;Porcentaje;2010T3;12.5
Total nacional;Jornada a tiempo parcial;Porcentaje;2010T2;13.2
Total nacional;Jornada a tiempo parcial;Porcentaje;2010T1;13.1
Total nacional;Jornada a tiempo parcial;Porcentaje;2009T4;13.0
Total nacional;Jornada a tiempo parcial;Porcentaje;2009T3;12.0
Total nacional;Jornada a tiempo parcial;Porcentaje;2009T2;12.7
Total nacional;Jornada a tiempo parcial;Porcentaje;2009T1;12.5
Total nacional;Jornada a tiempo parcial;Porcentaje;2008T4;12.3
Total nacional;Jornada a tiempo parcial;Porcentaje;2008T3;11.2
Total nacional;Jornada a tiempo parcial;Porcentaje;2008T2;11.8
Total nacional;Jornada a tiempo parcial;Porcentaje;2008T1;11.8
Hostelería;Total;Valor absoluto;2026T2;1963.4
Hostelería;Total;Valor absoluto;2026T1;1770.6
Hostelería;Total;Valor absoluto;2025T4;1818.5
Hostelería;Total;Valor absoluto;2025T3;1910.8
Hostelería;Total;Valor absoluto;2025T2;1880.5
Hostelería;Total;Valor absoluto;2025T1;1700.0
Hostelería;Total;Valor absoluto;2024T4;1842.8
Hostelería;Total;Valor absoluto;2024T3;1941.6
Hostelería;Total;Valor absoluto;2024T2;1905.1
Hostelería;Total;Valor absoluto;2024T1;1716.4
Hostelería;Total;Valor absoluto;2023T4;1698.7
Hostelería;Total;Valor absoluto;2023T3;1887.8
Hostelería;Total;Valor absoluto;2023T2;1855.8
Hostelería;Total;Valor absoluto;2023T1;1583.4
Hostelería;Total;Valor absoluto;2022T4;1650.5
Hostelería;Total;Valor absoluto;2022T3;1776.8
Hostelería;Total;Valor absoluto;2022T2;1723.3
Hostelería;Total;Valor absoluto;2022T1;1514.5
Hostelería;Total;Valor absoluto;2021T4;1521.7
Hostelería;Total;Valor absoluto;2021T3;1662.8
Hostelería;Total;Valor absoluto;2021T2;1446.9
Hostelería;Total;Valor absoluto;2021T1;1239.2
Hostelería;Total;Valor absoluto;2020T4;1297.9
Hostelería;Total;Valor absoluto;2020T3;1486.0
Hostelería;Total;Valor absoluto;2020T2;1366.2
Hostelería;Total;Valor absoluto;2020T1;1578.1
Hostelería;Total;Valor absoluto;2019T4;1692.9
Hostelería;Total;Valor absoluto;2019T3;1841.1
Hostelería;Total;Valor absoluto;2019T2;1747.1
Hostelería;Total;Valor absoluto;2019T1;1580.4
Hostelería;Total;Valor absoluto;2018T4;1667.3
Hostelería;Total;Valor absoluto;2018T3;1848.1
Hostelería;Total;Valor absoluto;2018T2;1757.0
Hostelería;Total;Valor absoluto;2018T1;1558.5
Hostelería;Total;Valor absoluto;2017T4;1654.5
Hostelería;Total;Valor absoluto;2017T3;1749.3
Hostelería;Total;Valor absoluto;2017T2;1658.8
Hostelería;Total;Valor absoluto;2017T1;1485.9
Hostelería;Total;Valor absoluto;2016T4;1566.7
Hostelería;Total;Valor absoluto;2016T3;1701.2
Hostelería;Total;Valor absoluto;2016T2;1644.7
Hostelería;Total;Valor absoluto;2016T1;1503.9
Hostelería;Total;Valor absoluto;2015T4;1542.1
Hostelería;Total;Valor absoluto;2015T3;1606.5
Hostelería;Total;Valor absoluto;2015T2;1517.1
Hostelería;Total;Valor absoluto;2015T1;1354.9
Hostelería;Total;Valor absoluto;2014T4;1400.2
Hostelería;Total;Valor absoluto;2014T3;1525.8
Hostelería;Total;Valor absoluto;2014T2;1421.3
Hostelería;Total;Valor absoluto;2014T1;1267.8
Hostelería;Total;Valor absoluto;2013T4;1312.9
Hostelería;Total;Valor absoluto;2013T3;1440.9
Hostelería;Total;Valor absoluto;2013T2;1352.0
Hostelería;Total;Valor absoluto;2013T1;1224.6
Hostelería;Total;Valor absoluto;2012T4;1241.1
Hostelería;Total;Valor absoluto;2012T3;1445.6
Hostelería;Total;Valor absoluto;2012T2;1397.0
Hostelería;Total;Valor absoluto;2012T1;1264.0
Hostelería;Total;Valor absoluto;2011T4;1340.8
Hostelería;Total;Valor absoluto;2011T3;1492.3
Hostelería;Total;Valor absoluto;2011T2;1447.5
Hostelería;Total;Valor absoluto;2011T1;1323.6
Hostelería;Total;Valor absoluto;2010T4;1331.1
Hostelería;Total;Valor absoluto;2010T3;1440.2
Hostelería;Total;Valor absoluto;2010T2;1417.3
Hostelería;Total;Valor absoluto;2010T1;1344.2
Hostelería;Total;Valor absoluto;2009T4;1389.2
Hostelería;Total;Valor absoluto;2009T3;1496.9
Hostelería;Total;Valor absoluto;2009T2;1448.1
Hostelería;Total;Valor absoluto;2009T1;1358.8
Hostelería;Total;Valor absoluto;2008T4;1410.3
Hostelería;Total;Valor absoluto;2008T3;1535.0
Hostelería;Total;Valor absoluto;2008T2;1481.1
Hostelería;Total;Valor absoluto;2008T1;1405.0
Hostelería;Total;Porcentaje;2026T2;100.0
Hostelería;Total;Porcentaje;2026T1;100.0
Hostelería;Total;Porcentaje;2025T4;100.0
Hostelería;Total;Porcentaje;2025T3;100.0
Hostelería;Total;Porcentaje;2025T2;100.0
Hostelería;Total;Porcentaje;2025T1;100.0
Hostelería;Total;Porcentaje;2024T4;100.0
Hostelería;Total;Porcentaje;2024T3;100.0
Hostelería;Total;Porcentaje;2024T2;100.0
Hostelería;Total;Porcentaje;2024T1;100.0
Hostelería;Total;Porcentaje;2023T4;100.0
Hostelería;Total;Porcentaje;2023T3;100.0
Hostelería;Total;Porcentaje;2023T2;100.0
Hostelería;Total;Porcentaje;2023T1;100.0
Hostelería;Total;Porcentaje;2022T4;100.0
Hostelería;Total;Porcentaje;2022T3;100.0
Hostelería;Total;Porcentaje;2022T2;100.0
Hostelería;Total;Porcentaje;2022T1;100.0
Hostelería;Total;Porcentaje;2021T4;100.0
Hostelería;Total;Porcentaje;2021T3;100.0
Hostelería;Total;Porcentaje;2021T2;100.0
Hostelería;Total;Porcentaje;2021T1;100.0
Hostelería;Total;Porcentaje;2020T4;100.0
Hostelería;Total;Porcentaje;2020T3;100.0
Hostelería;Total;Porcentaje;2020T2;100.0
Hostelería;Total;Porcentaje;2020T1;100.0
Hostelería;Total;Porcentaje;2019T4;100.0
Hostelería;Total;Porcentaje;2019T3;100.0
Hostelería;Total;Porcentaje;2019T2;100.0
Hostelería;Total;Porcentaje;2019T1;100.0
Hostelería;Total;Porcentaje;2018T4;100.0
Hostelería;Total;Porcentaje;2018T3;100.0
Hostelería;Total;Porcentaje;2018T2;100.0
Hostelería;Total;Porcentaje;2018T1;100.0
Hostelería;Total;Porcentaje;2017T4;100.0
Hostelería;Total;Porcentaje;2017T3;100.0
Hostelería;Total;Porcentaje;2017T2;100.0
Hostelería;Total;Porcentaje;2017T1;100.0
Hostelería;Total;Porcentaje;2016T4;100.0
Hostelería;Total;Porcentaje;2016T3;100.0
Hostelería;Total;Porcentaje;2016T2;100.0
Hostelería;Total;Porcentaje;2016T1;100.0
Hostelería;Total;Porcentaje;2015T4;100.0
Hostelería;Total;Porcentaje;2015T3;100.0
Hostelería;Total;Porcentaje;2015T2;100.0
Hostelería;Total;Porcentaje;2015T1;100.0
Hostelería;Total;Porcentaje;2014T4;100.0
Hostelería;Total;Porcentaje;2014T3;100.0
Hostelería;Total;Porcentaje;2014T2;100.0
Hostelería;Total;Porcentaje;2014T1;100.0
Hostelería;Total;Porcentaje;2013T4;100.0
Hostelería;Total;Porcentaje;2013T3;100.0
Hostelería;Total;Porcentaje;2013T2;100.0
Hostelería;Total;Porcentaje;2013T1;100.0
Hostelería;Total;Porcentaje;2012T4;100.0
Hostelería;Total;Porcentaje;2012T3;100.0
Hostelería;Total;Porcentaje;2012T2;100.0
Hostelería;Total;Porcentaje;2012T1;100.0
Hostelería;Total;Porcentaje;2011T4;100.0
Hostelería;Total;Porcentaje;2011T3;100.0
Hostelería;Total;Porcentaje;2011T2;100.0
Hostelería;Total;Porcentaje;2011T1;100.0
Hostelería;Total;Porcentaje;2010T4;100.0
Hostelería;Total;Porcentaje;2010T3;100.0
Hostelería;Total;Porcentaje;2010T2;100.0
Hostelería;Total;Porcentaje;2010T1;100.0
Hostelería;Total;Porcentaje;2009T4;100.0
Hostelería;Total;Porcentaje;2009T3;100.0
Hostelería;Total;Porcentaje;2009T2;100.0
Hostelería;Total;Porcentaje;2009T1;100.0
Hostelería;Total;Porcentaje;2008T4;100.0
Hostelería;Total;Porcentaje;2008T3;100.0
Hostelería;Total;Porcentaje;2008T2;100.0
Hostelería;Total;Porcentaje;2008T1;100.0
Hostelería;Jornada a tiempo completo;Valor absoluto;2026T2;1490.2
Hostelería;Jornada a tiempo completo;Valor absoluto;2026T1;1328.7
Hostelería;Jornada a tiempo completo;Valor absoluto;2025T4;1385.5
Hostelería;Jornada a tiempo completo;Valor absoluto;2025T3;1497.8
Hostelería;Jornada a tiempo completo;Valor absoluto;2025T2;1413.8
Hostelería;Jornada a tiempo completo;Valor absoluto;2025T1;1300.7
Hostelería;Jornada a tiempo completo;Valor absoluto;2024T4;1407.7
Hostelería;Jornada a tiempo completo;Valor absoluto;2024T3;1541.9
Hostelería;Jornada a tiempo completo;Valor absoluto;2024T2;1448.3
Hostelería;Jornada a tiempo completo;Valor absoluto;2024T1;1280.3
Hostelería;Jornada a tiempo completo;Valor absoluto;2023T4;1279.0
Hostelería;Jornada a tiempo completo;Valor absoluto;2023T3;1489.6
Hostelería;Jornada a tiempo completo;Valor absoluto;2023T2;1421.0
Hostelería;Jornada a tiempo completo;Valor absoluto;2023T1;1183.0
Hostelería;Jornada a tiempo completo;Valor absoluto;2022T4;1249.6
Hostelería;Jornada a tiempo completo;Valor absoluto;2022T3;1391.2
Hostelería;Jornada a tiempo completo;Valor absoluto;2022T2;1308.0
Hostelería;Jornada a tiempo completo;Valor absoluto;2022T1;1105.2
Hostelería;Jornada a tiempo completo;Valor absoluto;2021T4;1093.5
Hostelería;Jornada a tiempo completo;Valor absoluto;2021T3;1262.8
Hostelería;Jornada a tiempo completo;Valor absoluto;2021T2;1027.8
Hostelería;Jornada a tiempo completo;Valor absoluto;2021T1;878.3
Hostelería;Jornada a tiempo completo;Valor absoluto;2020T4;910.3
Hostelería;Jornada a tiempo completo;Valor absoluto;2020T3;1136.3
Hostelería;Jornada a tiempo completo;Valor absoluto;2020T2;1066.3
Hostelería;Jornada a tiempo completo;Valor absoluto;2020T1;1177.5
Hostelería;Jornada a tiempo completo;Valor absoluto;2019T4;1255.4
Hostelería;Jornada a tiempo completo;Valor absoluto;2019T3;1416.5
Hostelería;Jornada a tiempo completo;Valor absoluto;2019T2;1303.0
Hostelería;Jornada a tiempo completo;Valor absoluto;2019T1;1158.6
Hostelería;Jornada a tiempo completo;Valor absoluto;2018T4;1253.6
Hostelería;Jornada a tiempo completo;Valor absoluto;2018T3;1430.2
Hostelería;Jornada a tiempo completo;Valor absoluto;2018T2;1303.7
Hostelería;Jornada a tiempo completo;Valor absoluto;2018T1;1148.6
Hostelería;Jornada a tiempo completo;Valor absoluto;2017T4;1219.1
Hostelería;Jornada a tiempo completo;Valor absoluto;2017T3;1342.5
Hostelería;Jornada a tiempo completo;Valor absoluto;2017T2;1211.9
Hostelería;Jornada a tiempo completo;Valor absoluto;2017T1;1080.6
Hostelería;Jornada a tiempo completo;Valor absoluto;2016T4;1147.3
Hostelería;Jornada a tiempo completo;Valor absoluto;2016T3;1283.8
Hostelería;Jornada a tiempo completo;Valor absoluto;2016T2;1223.1
Hostelería;Jornada a tiempo completo;Valor absoluto;2016T1;1101.4
Hostelería;Jornada a tiempo completo;Valor absoluto;2015T4;1139.6
Hostelería;Jornada a tiempo completo;Valor absoluto;2015T3;1191.7
Hostelería;Jornada a tiempo completo;Valor absoluto;2015T2;1097.8
Hostelería;Jornada a tiempo completo;Valor absoluto;2015T1;985.2
Hostelería;Jornada a tiempo completo;Valor absoluto;2014T4;1014.5
Hostelería;Jornada a tiempo completo;Valor absoluto;2014T3;1157.1
Hostelería;Jornada a tiempo completo;Valor absoluto;2014T2;1015.5
Hostelería;Jornada a tiempo completo;Valor absoluto;2014T1;897.6
Hostelería;Jornada a tiempo completo;Valor absoluto;2013T4;943.6
Hostelería;Jornada a tiempo completo;Valor absoluto;2013T3;1086.0
Hostelería;Jornada a tiempo completo;Valor absoluto;2013T2;994.0
Hostelería;Jornada a tiempo completo;Valor absoluto;2013T1;888.4
Hostelería;Jornada a tiempo completo;Valor absoluto;2012T4;917.3
Hostelería;Jornada a tiempo completo;Valor absoluto;2012T3;1124.4
Hostelería;Jornada a tiempo completo;Valor absoluto;2012T2;1041.4
Hostelería;Jornada a tiempo completo;Valor absoluto;2012T1;962.4
Hostelería;Jornada a tiempo completo;Valor absoluto;2011T4;1037.4
Hostelería;Jornada a tiempo completo;Valor absoluto;2011T3;1181.0
Hostelería;Jornada a tiempo completo;Valor absoluto;2011T2;1126.1
Hostelería;Jornada a tiempo completo;Valor absoluto;2011T1;1006.2
Hostelería;Jornada a tiempo completo;Valor absoluto;2010T4;1044.4
Hostelería;Jornada a tiempo completo;Valor absoluto;2010T3;1166.3
Hostelería;Jornada a tiempo completo;Valor absoluto;2010T2;1120.2
Hostelería;Jornada a tiempo completo;Valor absoluto;2010T1;1067.9
Hostelería;Jornada a tiempo completo;Valor absoluto;2009T4;1096.9
Hostelería;Jornada a tiempo completo;Valor absoluto;2009T3;1233.2
Hostelería;Jornada a tiempo completo;Valor absoluto;2009T2;1170.0
Hostelería;Jornada a tiempo completo;Valor absoluto;2009T1;1092.0
Hostelería;Jornada a tiempo completo;Valor absoluto;2008T4;1148.3
Hostelería;Jornada a tiempo completo;Valor absoluto;2008T3;1288.8
Hostelería;Jornada a tiempo completo;Valor absoluto;2008T2;1219.4
Hostelería;Jornada a tiempo completo;Valor absoluto;2008T1;1150.4
Hostelería;Jornada a tiempo completo;Porcentaje;2026T2;75.9
Hostelería;Jornada a tiempo completo;Porcentaje;2026T1;75.0
Hostelería;Jornada a tiempo completo;Porcentaje;2025T4;76.2
Hostelería;Jornada a tiempo completo;Porcentaje;2025T3;78.4
Hostelería;Jornada a tiempo completo;Porcentaje;2025T2;75.2
Hostelería;Jornada a tiempo completo;Porcentaje;2025T1;76.5
Hostelería;Jornada a tiempo completo;Porcentaje;2024T4;76.4
Hostelería;Jornada a tiempo completo;Porcentaje;2024T3;79.4
Hostelería;Jornada a tiempo completo;Porcentaje;2024T2;76.0
Hostelería;Jornada a tiempo completo;Porcentaje;2024T1;74.6
Hostelería;Jornada a tiempo completo;Porcentaje;2023T4;75.3
Hostelería;Jornada a tiempo completo;Porcentaje;2023T3;78.9
Hostelería;Jornada a tiempo completo;Porcentaje;2023T2;76.6
Hostelería;Jornada a tiempo completo;Porcentaje;2023T1;74.7
Hostelería;Jornada a tiempo completo;Porcentaje;2022T4;75.7
Hostelería;Jornada a tiempo completo;Porcentaje;2022T3;78.3
Hostelería;Jornada a tiempo completo;Porcentaje;2022T2;75.9
Hostelería;Jornada a tiempo completo;Porcentaje;2022T1;73.0
Hostelería;Jornada a tiempo completo;Porcentaje;2021T4;71.9
Hostelería;Jornada a tiempo completo;Porcentaje;2021T3;75.9
Hostelería;Jornada a tiempo completo;Porcentaje;2021T2;71.0
Hostelería;Jornada a tiempo completo;Porcentaje;2021T1;70.9
Hostelería;Jornada a tiempo completo;Porcentaje;2020T4;70.1
Hostelería;Jornada a tiempo completo;Porcentaje;2020T3;76.5
Hostelería;Jornada a tiempo completo;Porcentaje;2020T2;78.0
Hostelería;Jornada a tiempo completo;Porcentaje;2020T1;74.6
Hostelería;Jornada a tiempo completo;Porcentaje;2019T4;74.2
Hostelería;Jornada a tiempo completo;Porcentaje;2019T3;76.9
Hostelería;Jornada a tiempo completo;Porcentaje;2019T2;74.6
Hostelería;Jornada a tiempo completo;Porcentaje;2019T1;73.3
Hostelería;Jornada a tiempo completo;Porcentaje;2018T4;75.2
Hostelería;Jornada a tiempo completo;Porcentaje;2018T3;77.4
Hostelería;Jornada a tiempo completo;Porcentaje;2018T2;74.2
Hostelería;Jornada a tiempo completo;Porcentaje;2018T1;73.7
Hostelería;Jornada a tiempo completo;Porcentaje;2017T4;73.7
Hostelería;Jornada a tiempo completo;Porcentaje;2017T3;76.7
Hostelería;Jornada a tiempo completo;Porcentaje;2017T2;73.1
Hostelería;Jornada a tiempo completo;Porcentaje;2017T1;72.7
Hostelería;Jornada a tiempo completo;Porcentaje;2016T4;73.2
Hostelería;Jornada a tiempo completo;Porcentaje;2016T3;75.5
Hostelería;Jornada a tiempo completo;Porcentaje;2016T2;74.4
Hostelería;Jornada a tiempo completo;Porcentaje;2016T1;73.2
Hostelería;Jornada a tiempo completo;Porcentaje;2015T4;73.9
Hostelería;Jornada a tiempo completo;Porcentaje;2015T3;74.2
Hostelería;Jornada a tiempo completo;Porcentaje;2015T2;72.4
Hostelería;Jornada a tiempo completo;Porcentaje;2015T1;72.7
Hostelería;Jornada a tiempo completo;Porcentaje;2014T4;72.5
Hostelería;Jornada a tiempo completo;Porcentaje;2014T3;75.8
Hostelería;Jornada a tiempo completo;Porcentaje;2014T2;71.4
Hostelería;Jornada a tiempo completo;Porcentaje;2014T1;70.8
Hostelería;Jornada a tiempo completo;Porcentaje;2013T4;71.9
Hostelería;Jornada a tiempo completo;Porcentaje;2013T3;75.4
Hostelería;Jornada a tiempo completo;Porcentaje;2013T2;73.5
Hostelería;Jornada a tiempo completo;Porcentaje;2013T1;72.5
Hostelería;Jornada a tiempo completo;Porcentaje;2012T4;73.9
Hostelería;Jornada a tiempo completo;Porcentaje;2012T3;77.8
Hostelería;Jornada a tiempo completo;Porcentaje;2012T2;74.5
Hostelería;Jornada a tiempo completo;Porcentaje;2012T1;76.1
Hostelería;Jornada a tiempo completo;Porcentaje;2011T4;77.4
Hostelería;Jornada a tiempo completo;Porcentaje;2011T3;79.1
Hostelería;Jornada a tiempo completo;Porcentaje;2011T2;77.8
Hostelería;Jornada a tiempo completo;Porcentaje;2011T1;76.0
Hostelería;Jornada a tiempo completo;Porcentaje;2010T4;78.5
Hostelería;Jornada a tiempo completo;Porcentaje;2010T3;81.0
Hostelería;Jornada a tiempo completo;Porcentaje;2010T2;79.0
Hostelería;Jornada a tiempo completo;Porcentaje;2010T1;79.4
Hostelería;Jornada a tiempo completo;Porcentaje;2009T4;79.0
Hostelería;Jornada a tiempo completo;Porcentaje;2009T3;82.4
Hostelería;Jornada a tiempo completo;Porcentaje;2009T2;80.8
Hostelería;Jornada a tiempo completo;Porcentaje;2009T1;80.4
Hostelería;Jornada a tiempo completo;Porcentaje;2008T4;81.4
Hostelería;Jornada a tiempo completo;Porcentaje;2008T3;84.0
Hostelería;Jornada a tiempo completo;Porcentaje;2008T2;82.3
Hostelería;Jornada a tiempo completo;Porcentaje;2008T1;81.9
Hostelería;Jornada a tiempo parcial;Valor absoluto;2026T2;473.1
Hostelería;Jornada a tiempo parcial;Valor absoluto;2026T1;441.9
Hostelería;Jornada a tiempo parcial;Valor absoluto;2025T4;433.1
Hostelería;Jornada a tiempo parcial;Valor absoluto;2025T3;413.1
Hostelería;Jornada a tiempo parcial;Valor absoluto;2025T2;466.8
Hostelería;Jornada a tiempo parcial;Valor absoluto;2025T1;399.2
Hostelería;Jornada a tiempo parcial;Valor absoluto;2024T4;435.0
Hostelería;Jornada a tiempo parcial;Valor absoluto;2024T3;399.7
Hostelería;Jornada a tiempo parcial;Valor absoluto;2024T2;456.8
Hostelería;Jornada a tiempo parcial;Valor absoluto;2024T1;436.1
Hostelería;Jornada a tiempo parcial;Valor absoluto;2023T4;419.7
Hostelería;Jornada a tiempo parcial;Valor absoluto;2023T3;398.2
Hostelería;Jornada a tiempo parcial;Valor absoluto;2023T2;434.8
Hostelería;Jornada a tiempo parcial;Valor absoluto;2023T1;400.5
Hostelería;Jornada a tiempo parcial;Valor absoluto;2022T4;400.9
Hostelería;Jornada a tiempo parcial;Valor absoluto;2022T3;385.6
Hostelería;Jornada a tiempo parcial;Valor absoluto;2022T2;415.3
Hostelería;Jornada a tiempo parcial;Valor absoluto;2022T1;409.3
Hostelería;Jornada a tiempo parcial;Valor absoluto;2021T4;428.2
Hostelería;Jornada a tiempo parcial;Valor absoluto;2021T3;400.0
Hostelería;Jornada a tiempo parcial;Valor absoluto;2021T2;419.1
Hostelería;Jornada a tiempo parcial;Valor absoluto;2021T1;360.9
Hostelería;Jornada a tiempo parcial;Valor absoluto;2020T4;387.7
Hostelería;Jornada a tiempo parcial;Valor absoluto;2020T3;349.7
Hostelería;Jornada a tiempo parcial;Valor absoluto;2020T2;299.9
Hostelería;Jornada a tiempo parcial;Valor absoluto;2020T1;400.7
Hostelería;Jornada a tiempo parcial;Valor absoluto;2019T4;437.5
Hostelería;Jornada a tiempo parcial;Valor absoluto;2019T3;424.6
Hostelería;Jornada a tiempo parcial;Valor absoluto;2019T2;444.2
Hostelería;Jornada a tiempo parcial;Valor absoluto;2019T1;421.8
Hostelería;Jornada a tiempo parcial;Valor absoluto;2018T4;413.7
Hostelería;Jornada a tiempo parcial;Valor absoluto;2018T3;417.9
Hostelería;Jornada a tiempo parcial;Valor absoluto;2018T2;453.3
Hostelería;Jornada a tiempo parcial;Valor absoluto;2018T1;409.9
Hostelería;Jornada a tiempo parcial;Valor absoluto;2017T4;435.4
Hostelería;Jornada a tiempo parcial;Valor absoluto;2017T3;406.8
Hostelería;Jornada a tiempo parcial;Valor absoluto;2017T2;446.9
Hostelería;Jornada a tiempo parcial;Valor absoluto;2017T1;405.3
Hostelería;Jornada a tiempo parcial;Valor absoluto;2016T4;419.3
Hostelería;Jornada a tiempo parcial;Valor absoluto;2016T3;417.5
Hostelería;Jornada a tiempo parcial;Valor absoluto;2016T2;421.6
Hostelería;Jornada a tiempo parcial;Valor absoluto;2016T1;402.6
Hostelería;Jornada a tiempo parcial;Valor absoluto;2015T4;402.5
Hostelería;Jornada a tiempo parcial;Valor absoluto;2015T3;414.9
Hostelería;Jornada a tiempo parcial;Valor absoluto;2015T2;419.3
Hostelería;Jornada a tiempo parcial;Valor absoluto;2015T1;369.7
Hostelería;Jornada a tiempo parcial;Valor absoluto;2014T4;385.7
Hostelería;Jornada a tiempo parcial;Valor absoluto;2014T3;368.7
Hostelería;Jornada a tiempo parcial;Valor absoluto;2014T2;405.8
Hostelería;Jornada a tiempo parcial;Valor absoluto;2014T1;370.2
Hostelería;Jornada a tiempo parcial;Valor absoluto;2013T4;369.3
Hostelería;Jornada a tiempo parcial;Valor absoluto;2013T3;354.8
Hostelería;Jornada a tiempo parcial;Valor absoluto;2013T2;358.0
Hostelería;Jornada a tiempo parcial;Valor absoluto;2013T1;336.2
Hostelería;Jornada a tiempo parcial;Valor absoluto;2012T4;323.9
Hostelería;Jornada a tiempo parcial;Valor absoluto;2012T3;321.2
Hostelería;Jornada a tiempo parcial;Valor absoluto;2012T2;355.6
Hostelería;Jornada a tiempo parcial;Valor absoluto;2012T1;301.6
Hostelería;Jornada a tiempo parcial;Valor absoluto;2011T4;303.4
Hostelería;Jornada a tiempo parcial;Valor absoluto;2011T3;311.3
Hostelería;Jornada a tiempo parcial;Valor absoluto;2011T2;321.4
Hostelería;Jornada a tiempo parcial;Valor absoluto;2011T1;317.4
Hostelería;Jornada a tiempo parcial;Valor absoluto;2010T4;286.7
Hostelería;Jornada a tiempo parcial;Valor absoluto;2010T3;273.8
Hostelería;Jornada a tiempo parcial;Valor absoluto;2010T2;297.1
Hostelería;Jornada a tiempo parcial;Valor absoluto;2010T1;276.3
Hostelería;Jornada a tiempo parcial;Valor absoluto;2009T4;292.3
Hostelería;Jornada a tiempo parcial;Valor absoluto;2009T3;263.7
Hostelería;Jornada a tiempo parcial;Valor absoluto;2009T2;278.0
Hostelería;Jornada a tiempo parcial;Valor absoluto;2009T1;266.8
Hostelería;Jornada a tiempo parcial;Valor absoluto;2008T4;261.9
Hostelería;Jornada a tiempo parcial;Valor absoluto;2008T3;246.2
Hostelería;Jornada a tiempo parcial;Valor absoluto;2008T2;261.7
Hostelería;Jornada a tiempo parcial;Valor absoluto;2008T1;254.6
Hostelería;Jornada a tiempo parcial;Porcentaje;2026T2;24.1
Hostelería;Jornada a tiempo parcial;Porcentaje;2026T1;25.0
Hostelería;Jornada a tiempo parcial;Porcentaje;2025T4;23.8
Hostelería;Jornada a tiempo parcial;Porcentaje;2025T3;21.6
Hostelería;Jornada a tiempo parcial;Porcentaje;2025T2;24.8
Hostelería;Jornada a tiempo parcial;Porcentaje;2025T1;23.5
Hostelería;Jornada a tiempo parcial;Porcentaje;2024T4;23.6
Hostelería;Jornada a tiempo parcial;Porcentaje;2024T3;20.6
Hostelería;Jornada a tiempo parcial;Porcentaje;2024T2;24.0
Hostelería;Jornada a tiempo parcial;Porcentaje;2024T1;25.4
Hostelería;Jornada a tiempo parcial;Porcentaje;2023T4;24.7
Hostelería;Jornada a tiempo parcial;Porcentaje;2023T3;21.1
Hostelería;Jornada a tiempo parcial;Porcentaje;2023T2;23.4
Hostelería;Jornada a tiempo parcial;Porcentaje;2023T1;25.3
Hostelería;Jornada a tiempo parcial;Porcentaje;2022T4;24.3
Hostelería;Jornada a tiempo parcial;Porcentaje;2022T3;21.7
Hostelería;Jornada a tiempo parcial;Porcentaje;2022T2;24.1
Hostelería;Jornada a tiempo parcial;Porcentaje;2022T1;27.0
Hostelería;Jornada a tiempo parcial;Porcentaje;2021T4;28.1
Hostelería;Jornada a tiempo parcial;Porcentaje;2021T3;24.1
Hostelería;Jornada a tiempo parcial;Porcentaje;2021T2;29.0
Hostelería;Jornada a tiempo parcial;Porcentaje;2021T1;29.1
Hostelería;Jornada a tiempo parcial;Porcentaje;2020T4;29.9
Hostelería;Jornada a tiempo parcial;Porcentaje;2020T3;23.5
Hostelería;Jornada a tiempo parcial;Porcentaje;2020T2;22.0
Hostelería;Jornada a tiempo parcial;Porcentaje;2020T1;25.4
Hostelería;Jornada a tiempo parcial;Porcentaje;2019T4;25.8
Hostelería;Jornada a tiempo parcial;Porcentaje;2019T3;23.1
Hostelería;Jornada a tiempo parcial;Porcentaje;2019T2;25.4
Hostelería;Jornada a tiempo parcial;Porcentaje;2019T1;26.7
Hostelería;Jornada a tiempo parcial;Porcentaje;2018T4;24.8
Hostelería;Jornada a tiempo parcial;Porcentaje;2018T3;22.6
Hostelería;Jornada a tiempo parcial;Porcentaje;2018T2;25.8
Hostelería;Jornada a tiempo parcial;Porcentaje;2018T1;26.3
Hostelería;Jornada a tiempo parcial;Porcentaje;2017T4;26.3
Hostelería;Jornada a tiempo parcial;Porcentaje;2017T3;23.3
Hostelería;Jornada a tiempo parcial;Porcentaje;2017T2;26.9
Hostelería;Jornada a tiempo parcial;Porcentaje;2017T1;27.3
Hostelería;Jornada a tiempo parcial;Porcentaje;2016T4;26.8
Hostelería;Jornada a tiempo parcial;Porcentaje;2016T3;24.5
Hostelería;Jornada a tiempo parcial;Porcentaje;2016T2;25.6
Hostelería;Jornada a tiempo parcial;Porcentaje;2016T1;26.8
Hostelería;Jornada a tiempo parcial;Porcentaje;2015T4;26.1
Hostelería;Jornada a tiempo parcial;Porcentaje;2015T3;25.8
Hostelería;Jornada a tiempo parcial;Porcentaje;2015T2;27.6
Hostelería;Jornada a tiempo parcial;Porcentaje;2015T1;27.3
Hostelería;Jornada a tiempo parcial;Porcentaje;2014T4;27.5
Hostelería;Jornada a tiempo parcial;Porcentaje;2014T3;24.2
Hostelería;Jornada a tiempo parcial;Porcentaje;2014T2;28.6
Hostelería;Jornada a tiempo parcial;Porcentaje;2014T1;29.2
