Comunidades y Ciudades Autónomas;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2013T1;4,64
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T4;4,6
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T3;4,87
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T2;4,68
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2012T1;4,83
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T4;4,66
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T3;4,95
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T2;4,5
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2011T1;4,54
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T4;4,65
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T3;4,54
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T2;4,34
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2010T1;4,52
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T4;4,52
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T3;4,86
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T2;4,47
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2009T1;4,52
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T4;4,33
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T3;4,59
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T2;4,12
08 Castilla - La Mancha;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Otros costes por hora;2008T1;4,12
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2026T1;22,01
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2025T4;24,27
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2025T3;24,04
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2025T2;23,27
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2025T1;21,05
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2024T4;23,09
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2024T3;22,35
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2024T2;21,72
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2024T1;20,59
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2023T4;22,19
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2023T3;20,89
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2023T2;21,21
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2023T1;19,1
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2022T4;21,8
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2022T3;20,54
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2022T2;20,17
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2022T1;18,55
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2021T4;20,99
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2021T3;20
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2021T2;19,5
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2021T1;18,49
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2020T4;20,34
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2020T3;19,7
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2020T2;21,08
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2020T1;18,66
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2019T4;19,9
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2019T3;19,84
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2019T2;19,1
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2019T1;17,06
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2018T4;20,16
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2018T3;19,61
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2018T2;18,37
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2018T1;17,71
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2017T4;19,6
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2017T3;19,59
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2017T2;18,96
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2017T1;16,62
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2016T4;19,22
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2016T3;19,04
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2016T2;17,84
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2016T1;17,14
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2015T4;19,06
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2015T3;18,78
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2015T2;19,23
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2015T1;16,59
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2014T4;19,18
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2014T3;19,09
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2014T2;18,75
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2014T1;16,53
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2013T4;18,79
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2013T3;18,78
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2013T2;17,74
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2013T1;17,29
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2012T4;18,89
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2012T3;18,36
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2012T2;19
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2012T1;16,58
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2011T4;18,98
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2011T3;18,06
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2011T2;18,13
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2011T1;16,13
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2010T4;17,98
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2010T3;17,01
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2010T2;16,65
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2010T1;16,84
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2009T4;17,86
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2009T3;16,8
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2009T2;16,4
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2009T1;15,92
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2008T4;16,4
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2008T3;15,94
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2008T2;14,68
08 Castilla - La Mancha;Industria;Coste laboral total por hora;2008T1;14,54
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2026T1;15,95
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2025T4;18,06
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2025T3;17,53
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2025T2;17,29
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2025T1;15,22
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2024T4;17,21
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2024T3;16,35
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2024T2;15,96
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2024T1;14,99
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2023T4;16,46
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2023T3;15,18
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2023T2;15,69
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2023T1;13,79
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2022T4;16,27
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2022T3;15
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2022T2;14,9
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2022T1;13,54
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2021T4;15,45
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2021T3;14,68
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2021T2;14,33
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2021T1;13,35
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2020T4;14,63
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2020T3;14,36
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2020T2;15,41
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2020T1;13,51
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2019T4;14,77
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2019T3;14,36
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2019T2;14,08
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2019T1;12,26
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2018T4;15,01
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2018T3;14,4
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2018T2;13,63
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2018T1;12,8
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2017T4;14,69
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2017T3;14,1
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2017T2;14,11
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2017T1;12,08
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2016T4;14,3
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2016T3;13,88
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2016T2;13,22
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2016T1;12,31
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2015T4;14,27
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2015T3;13,76
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2015T2;14,38
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2015T1;12,1
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2014T4;14,33
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2014T3;14,02
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2014T2;14,01
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2014T1;11,83
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2013T4;13,96
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2013T3;13,52
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2013T2;13,21
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2013T1;12,35
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2012T4;14,11
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2012T3;13,25
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2012T2;13,98
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2012T1;11,69
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2011T4;14,01
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2011T3;13,21
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2011T2;13,18
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2011T1;11,52
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2010T4;13,25
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2010T3;12,44
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2010T2;12,18
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2010T1;11,6
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2009T4;13,07
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2009T3;11,98
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2009T2;12
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2009T1;10,92
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2008T4;12
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2008T3;11,39
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2008T2;10,74
08 Castilla - La Mancha;Industria;Coste salarial total por hora;2008T1;10,53
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2026T1;14,24
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2025T4;14,58
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2025T3;15,63
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2025T2;14,23
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2025T1;13,57
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2024T4;14,05
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2024T3;14,72
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2024T2;13,41
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2024T1;13,43
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2023T4;13,66
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2023T3;13,77
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2023T2;13,13
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2023T1;12,27
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2022T4;13,33
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2022T3;13,33
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2022T2;12,5
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2022T1;11,94
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2021T4;12,67
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2021T3;12,75
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2021T2;12,17
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2021T1;11,86
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2020T4;12,18
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2020T3;12,63
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2020T2;12,81
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2020T1;11,97
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2019T4;12,17
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2019T3;12,75
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2019T2;11,94
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2019T1;11,15
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2018T4;12,34
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2018T3;12,87
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2018T2;11,51
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2018T1;11,58
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2017T4;12,31
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2017T3;12,64
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2017T2;11,95
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2017T1;11,25
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2016T4;11,87
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2016T3;12,56
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2016T2;11,21
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2016T1;11,66
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2015T4;11,75
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2015T3;12,41
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2015T2;11,98
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2015T1;11,38
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2014T4;11,82
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2014T3;12,65
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2014T2;11,87
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2014T1;11,22
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2013T4;11,5
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2013T3;12,23
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2013T2;11,05
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2013T1;11,4
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2012T4;11,36
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2012T3;11,97
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2012T2;11,52
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2012T1;10,82
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2011T4;11,29
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2011T3;11,72
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2011T2;11,06
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2011T1;10,58
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2010T4;10,9
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2010T3;11,15
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2010T2;10,44
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2010T1;10,85
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2009T4;10,44
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2009T3;10,89
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2009T2;10,34
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2009T1;10,31
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2008T4;9,79
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2008T3;10,56
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2008T2;9,35
08 Castilla - La Mancha;Industria;Coste salarial ordinario por hora;2008T1;9,73
08 Castilla - La Mancha;Industria;Otros costes por hora;2026T1;6,06
08 Castilla - La Mancha;Industria;Otros costes por hora;2025T4;6,21
08 Castilla - La Mancha;Industria;Otros costes por hora;2025T3;6,51
08 Castilla - La Mancha;Industria;Otros costes por hora;2025T2;5,98
08 Castilla - La Mancha;Industria;Otros costes por hora;2025T1;5,83
08 Castilla - La Mancha;Industria;Otros costes por hora;2024T4;5,88
08 Castilla - La Mancha;Industria;Otros costes por hora;2024T3;6
08 Castilla - La Mancha;Industria;Otros costes por hora;2024T2;5,76
08 Castilla - La Mancha;Industria;Otros costes por hora;2024T1;5,6
08 Castilla - La Mancha;Industria;Otros costes por hora;2023T4;5,73
08 Castilla - La Mancha;Industria;Otros costes por hora;2023T3;5,71
08 Castilla - La Mancha;Industria;Otros costes por hora;2023T2;5,52
08 Castilla - La Mancha;Industria;Otros costes por hora;2023T1;5,31
08 Castilla - La Mancha;Industria;Otros costes por hora;2022T4;5,53
08 Castilla - La Mancha;Industria;Otros costes por hora;2022T3;5,54
08 Castilla - La Mancha;Industria;Otros costes por hora;2022T2;5,27
08 Castilla - La Mancha;Industria;Otros costes por hora;2022T1;5,01
08 Castilla - La Mancha;Industria;Otros costes por hora;2021T4;5,54
08 Castilla - La Mancha;Industria;Otros costes por hora;2021T3;5,32
08 Castilla - La Mancha;Industria;Otros costes por hora;2021T2;5,17
08 Castilla - La Mancha;Industria;Otros costes por hora;2021T1;5,14
08 Castilla - La Mancha;Industria;Otros costes por hora;2020T4;5,71
08 Castilla - La Mancha;Industria;Otros costes por hora;2020T3;5,34
08 Castilla - La Mancha;Industria;Otros costes por hora;2020T2;5,67
08 Castilla - La Mancha;Industria;Otros costes por hora;2020T1;5,15
08 Castilla - La Mancha;Industria;Otros costes por hora;2019T4;5,13
08 Castilla - La Mancha;Industria;Otros costes por hora;2019T3;5,48
08 Castilla - La Mancha;Industria;Otros costes por hora;2019T2;5,02
08 Castilla - La Mancha;Industria;Otros costes por hora;2019T1;4,8
08 Castilla - La Mancha;Industria;Otros costes por hora;2018T4;5,15
08 Castilla - La Mancha;Industria;Otros costes por hora;2018T3;5,21
08 Castilla - La Mancha;Industria;Otros costes por hora;2018T2;4,74
08 Castilla - La Mancha;Industria;Otros costes por hora;2018T1;4,91
08 Castilla - La Mancha;Industria;Otros costes por hora;2017T4;4,91
08 Castilla - La Mancha;Industria;Otros costes por hora;2017T3;5,49
08 Castilla - La Mancha;Industria;Otros costes por hora;2017T2;4,85
08 Castilla - La Mancha;Industria;Otros costes por hora;2017T1;4,54
08 Castilla - La Mancha;Industria;Otros costes por hora;2016T4;4,92
08 Castilla - La Mancha;Industria;Otros costes por hora;2016T3;5,16
08 Castilla - La Mancha;Industria;Otros costes por hora;2016T2;4,62
08 Castilla - La Mancha;Industria;Otros costes por hora;2016T1;4,83
08 Castilla - La Mancha;Industria;Otros costes por hora;2015T4;4,79
08 Castilla - La Mancha;Industria;Otros costes por hora;2015T3;5,02
08 Castilla - La Mancha;Industria;Otros costes por hora;2015T2;4,85
08 Castilla - La Mancha;Industria;Otros costes por hora;2015T1;4,49
08 Castilla - La Mancha;Industria;Otros costes por hora;2014T4;4,85
08 Castilla - La Mancha;Industria;Otros costes por hora;2014T3;5,07
08 Castilla - La Mancha;Industria;Otros costes por hora;2014T2;4,74
08 Castilla - La Mancha;Industria;Otros costes por hora;2014T1;4,7
08 Castilla - La Mancha;Industria;Otros costes por hora;2013T4;4,83
08 Castilla - La Mancha;Industria;Otros costes por hora;2013T3;5,26
08 Castilla - La Mancha;Industria;Otros costes por hora;2013T2;4,53
08 Castilla - La Mancha;Industria;Otros costes por hora;2013T1;4,94
08 Castilla - La Mancha;Industria;Otros costes por hora;2012T4;4,78
08 Castilla - La Mancha;Industria;Otros costes por hora;2012T3;5,11
08 Castilla - La Mancha;Industria;Otros costes por hora;2012T2;5,02
08 Castilla - La Mancha;Industria;Otros costes por hora;2012T1;4,89
08 Castilla - La Mancha;Industria;Otros costes por hora;2011T4;4,97
08 Castilla - La Mancha;Industria;Otros costes por hora;2011T3;4,85
08 Castilla - La Mancha;Industria;Otros costes por hora;2011T2;4,95
08 Castilla - La Mancha;Industria;Otros costes por hora;2011T1;4,61
08 Castilla - La Mancha;Industria;Otros costes por hora;2010T4;4,73
08 Castilla - La Mancha;Industria;Otros costes por hora;2010T3;4,57
08 Castilla - La Mancha;Industria;Otros costes por hora;2010T2;4,47
08 Castilla - La Mancha;Industria;Otros costes por hora;2010T1;5,24
08 Castilla - La Mancha;Industria;Otros costes por hora;2009T4;4,79
08 Castilla - La Mancha;Industria;Otros costes por hora;2009T3;4,82
08 Castilla - La Mancha;Industria;Otros costes por hora;2009T2;4,4
08 Castilla - La Mancha;Industria;Otros costes por hora;2009T1;5
08 Castilla - La Mancha;Industria;Otros costes por hora;2008T4;4,4
08 Castilla - La Mancha;Industria;Otros costes por hora;2008T3;4,55
08 Castilla - La Mancha;Industria;Otros costes por hora;2008T2;3,94
08 Castilla - La Mancha;Industria;Otros costes por hora;2008T1;4,01
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2026T1;18,47
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2025T4;21,48
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2025T3;20,39
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2025T2;20,33
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2025T1;19,24
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2024T4;21,35
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2024T3;20,18
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2024T2;19,44
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2024T1;17,74
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2023T4;19,95
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2023T3;18,55
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2023T2;19,26
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2023T1;16,37
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2022T4;18,76
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2022T3;17,65
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2022T2;17,49
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2022T1;15,59
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2021T4;18,65
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2021T3;17,59
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2021T2;17,11
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2021T1;15,22
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2020T4;17,73
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2020T3;16,28
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2020T2;17,46
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2020T1;15,21
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2019T4;17,81
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2019T3;16,55
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2019T2;16,43
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2019T1;14,39
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2018T4;17,33
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2018T3;15,62
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2018T2;15,58
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2018T1;15,16
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2017T4;16,36
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2017T3;14,91
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2017T2;15,04
