Sexo;Secciones y divisiones de la CNAE-09;Media y percentiles;Periodo;Total
Hombres;38 Recogida, tratamiento y eliminación de residuos, valorización;Percentil 75;2022;35.872,35
Hombres;38 Recogida, tratamiento y eliminación de residuos, valorización;Percentil 90;2022;43.111,33
Hombres;39 Actividades de descontaminación y otros servicios de gestión de residuos;Media;2022;-24.825,75
Hombres;39 Actividades de descontaminación y otros servicios de gestión de residuos;Percentil 10;2022;-14.516,98
Hombres;39 Actividades de descontaminación y otros servicios de gestión de residuos;Percentil 25;2022;-18.174
Hombres;39 Actividades de descontaminación y otros servicios de gestión de residuos;Percentil 50;2022;-23.054,52
Hombres;39 Actividades de descontaminación y otros servicios de gestión de residuos;Percentil 75;2022;-29.033,46
Hombres;39 Actividades de descontaminación y otros servicios de gestión de residuos;Percentil 90;2022;-35.743,93
Hombres;F Construcción;Media;2022;25.001,32
Hombres;F Construcción;Percentil 10;2022;15.856,83
Hombres;F Construcción;Percentil 25;2022;18.594,64
Hombres;F Construcción;Percentil 50;2022;21.899,6
Hombres;F Construcción;Percentil 75;2022;27.647,95
Hombres;F Construcción;Percentil 90;2022;37.388,68
Hombres;41 Construcción de edificios;Media;2022;25.132,03
Hombres;41 Construcción de edificios;Percentil 10;2022;15.947,16
Hombres;41 Construcción de edificios;Percentil 25;2022;18.479,72
Hombres;41 Construcción de edificios;Percentil 50;2022;21.542,76
Hombres;41 Construcción de edificios;Percentil 75;2022;27.213,07
Hombres;41 Construcción de edificios;Percentil 90;2022;38.086,24
Hombres;42 Ingeniería civil;Media;2022;30.632,85
Hombres;42 Ingeniería civil;Percentil 10;2022;18.021,57
Hombres;42 Ingeniería civil;Percentil 25;2022;21.492,81
Hombres;42 Ingeniería civil;Percentil 50;2022;26.616,28
Hombres;42 Ingeniería civil;Percentil 75;2022;34.559,17
Hombres;42 Ingeniería civil;Percentil 90;2022;48.688,96
Hombres;43 Actividades de construcción especializada;Media;2022;24.353,12
Hombres;43 Actividades de construcción especializada;Percentil 10;2022;15.645,81
Hombres;43 Actividades de construcción especializada;Percentil 25;2022;18.548,67
Hombres;43 Actividades de construcción especializada;Percentil 50;2022;21.782,79
Hombres;43 Actividades de construcción especializada;Percentil 75;2022;27.274,57
Hombres;43 Actividades de construcción especializada;Percentil 90;2022;35.613,01
Hombres;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;Media;2022;26.378,32
Hombres;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;Percentil 10;2022;14.001,36
Hombres;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;Percentil 25;2022;16.684,84
Hombres;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;Percentil 50;2022;21.357,2
Hombres;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;Percentil 75;2022;29.719,04
Hombres;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;Percentil 90;2022;44.792,21
Hombres;45 Venta y reparación de vehículos de motor y motocicletas;Media;2022;25.208,62
Hombres;45 Venta y reparación de vehículos de motor y motocicletas;Percentil 10;2022;15.421,8
Hombres;45 Venta y reparación de vehículos de motor y motocicletas;Percentil 25;2022;18.580,7
Hombres;45 Venta y reparación de vehículos de motor y motocicletas;Percentil 50;2022;22.379,8
Hombres;45 Venta y reparación de vehículos de motor y motocicletas;Percentil 75;2022;28.535,87
Hombres;45 Venta y reparación de vehículos de motor y motocicletas;Percentil 90;2022;36.956,44
Hombres;46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Media;2022;30.052,57
Hombres;46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Percentil 10;2022;14.620,2
Hombres;46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Percentil 25;2022;17.097,24
Hombres;46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Percentil 50;2022;23.133,73
Hombres;46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Percentil 75;2022;35.522,43
Hombres;46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Percentil 90;2022;55.270,5
Hombres;47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Media;2022;22.900,21
Hombres;47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Percentil 10;2022;13.108,32
Hombres;47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Percentil 25;2022;15.376,4
Hombres;47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Percentil 50;2022;19.299,24
Hombres;47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Percentil 75;2022;25.537,26
Hombres;47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Percentil 90;2022;36.719,74
Hombres;H Transporte y almacenamiento;Media;2022;27.598,32
Hombres;H Transporte y almacenamiento;Percentil 10;2022;14.109,78
Hombres;H Transporte y almacenamiento;Percentil 25;2022;17.545,43
Hombres;H Transporte y almacenamiento;Percentil 50;2022;23.770,8
Hombres;H Transporte y almacenamiento;Percentil 75;2022;32.775,41
Hombres;H Transporte y almacenamiento;Percentil 90;2022;45.862,83
Hombres;49 Transporte terrestre y por tubería;Media;2022;25.637,51
Hombres;49 Transporte terrestre y por tubería;Percentil 10;2022;13.989,24
Hombres;49 Transporte terrestre y por tubería;Percentil 25;2022;16.880,76
Hombres;49 Transporte terrestre y por tubería;Percentil 50;2022;22.752,22
Hombres;49 Transporte terrestre y por tubería;Percentil 75;2022;30.585,22
Hombres;49 Transporte terrestre y por tubería;Percentil 90;2022;43.351,11
Hombres;50 Transporte marítimo y por vías navegables interiores;Media;2022;33.603,05
Hombres;50 Transporte marítimo y por vías navegables interiores;Percentil 10;2022;15.540,71
Hombres;50 Transporte marítimo y por vías navegables interiores;Percentil 25;2022;20.285
Hombres;50 Transporte marítimo y por vías navegables interiores;Percentil 50;2022;28.830,72
Hombres;50 Transporte marítimo y por vías navegables interiores;Percentil 75;2022;40.127,52
Hombres;50 Transporte marítimo y por vías navegables interiores;Percentil 90;2022;61.536,18
Hombres;51 Transporte aéreo;Media;2022;42.892,59
Hombres;51 Transporte aéreo;Percentil 10;2022;22.206,7
Hombres;51 Transporte aéreo;Percentil 25;2022;30.026,3
Hombres;51 Transporte aéreo;Percentil 50;2022;37.415,2
Hombres;51 Transporte aéreo;Percentil 75;2022;47.643,09
Hombres;51 Transporte aéreo;Percentil 90;2022;72.391,22
Hombres;52 Almacenamiento y actividades anexas al transporte;Media;2022;32.301,58
Hombres;52 Almacenamiento y actividades anexas al transporte;Percentil 10;2022;15.801,92
Hombres;52 Almacenamiento y actividades anexas al transporte;Percentil 25;2022;20.073,62
Hombres;52 Almacenamiento y actividades anexas al transporte;Percentil 50;2022;26.688,62
Hombres;52 Almacenamiento y actividades anexas al transporte;Percentil 75;2022;38.048,78
Hombres;52 Almacenamiento y actividades anexas al transporte;Percentil 90;2022;53.319,55
Hombres;53 Actividades postales y de correos;Media;2022;21.002,62
Hombres;53 Actividades postales y de correos;Percentil 10;2022;12.487,87
Hombres;53 Actividades postales y de correos;Percentil 25;2022;14.856,39
Hombres;53 Actividades postales y de correos;Percentil 50;2022;21.432,22
Hombres;53 Actividades postales y de correos;Percentil 75;2022;24.822,03
Hombres;53 Actividades postales y de correos;Percentil 90;2022;29.829,52
Hombres;I Hostelería;Media;2022;17.921,24
Hombres;I Hostelería;Percentil 10;2022;6.736,3
Hombres;I Hostelería;Percentil 25;2022;12.523,67
Hombres;I Hostelería;Percentil 50;2022;17.333,76
Hombres;I Hostelería;Percentil 75;2022;21.678,09
Hombres;I Hostelería;Percentil 90;2022;26.657,29
Hombres;55 Servicios de alojamiento;Media;2022;25.474
Hombres;55 Servicios de alojamiento;Percentil 10;2022;16.393,81
Hombres;55 Servicios de alojamiento;Percentil 25;2022;19.254,82
Hombres;55 Servicios de alojamiento;Percentil 50;2022;22.735,06
Hombres;55 Servicios de alojamiento;Percentil 75;2022;27.312,39
Hombres;55 Servicios de alojamiento;Percentil 90;2022;38.346,69
Hombres;56 Servicios de comidas y bebidas;Media;2022;15.595,88
Hombres;56 Servicios de comidas y bebidas;Percentil 10;2022;5.870,3
Hombres;56 Servicios de comidas y bebidas;Percentil 25;2022;10.320,57
Hombres;56 Servicios de comidas y bebidas;Percentil 50;2022;16.038,89
Hombres;56 Servicios de comidas y bebidas;Percentil 75;2022;19.191,87
Hombres;56 Servicios de comidas y bebidas;Percentil 90;2022;23.222,46
Hombres;J Información y comunicaciones;Media;2022;39.135,1
Hombres;J Información y comunicaciones;Percentil 10;2022;17.351,22
Hombres;J Información y comunicaciones;Percentil 25;2022;23.887,02
Hombres;J Información y comunicaciones;Percentil 50;2022;34.787,65
Hombres;J Información y comunicaciones;Percentil 75;2022;50.000
Hombres;J Información y comunicaciones;Percentil 90;2022;67.353,68
Hombres;58 Edición;Media;2022;37.241,44
Hombres;58 Edición;Percentil 10;2022;17.492,81
Hombres;58 Edición;Percentil 25;2022;23.318,87
Hombres;58 Edición;Percentil 50;2022;31.623,54
Hombres;58 Edición;Percentil 75;2022;45.441
Hombres;58 Edición;Percentil 90;2022;64.776,09
Hombres;59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;Media;2022;34.488,76
Hombres;59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;Percentil 10;2022;11.303,69
Hombres;59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;Percentil 25;2022;18.042,57
Hombres;59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;Percentil 50;2022;28.640,07
Hombres;59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;Percentil 75;2022;44.999,52
Hombres;59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;Percentil 90;2022;63.187,46
Hombres;60 Actividades de programación y emisión de radio y televisión;Media;2022;47.243,47
Hombres;60 Actividades de programación y emisión de radio y televisión;Percentil 10;2022;18.485,34
Hombres;60 Actividades de programación y emisión de radio y televisión;Percentil 25;2022;30.547,04
Hombres;60 Actividades de programación y emisión de radio y televisión;Percentil 50;2022;49.490,07
Hombres;60 Actividades de programación y emisión de radio y televisión;Percentil 75;2022;61.068,61
Hombres;60 Actividades de programación y emisión de radio y televisión;Percentil 90;2022;73.399,25
Hombres;61 Telecomunicaciones;Media;2022;44.083,43
Hombres;61 Telecomunicaciones;Percentil 10;2022;17.286,83
Hombres;61 Telecomunicaciones;Percentil 25;2022;23.006,22
Hombres;61 Telecomunicaciones;Percentil 50;2022;40.451,02
Hombres;61 Telecomunicaciones;Percentil 75;2022;62.173,52
Hombres;61 Telecomunicaciones;Percentil 90;2022;74.159,63
Hombres;62 Programación, consultoría y otras actividades relacionadas con la informática;Media;2022;38.580,89
Hombres;62 Programación, consultoría y otras actividades relacionadas con la informática;Percentil 10;2022;18.260,13
Hombres;62 Programación, consultoría y otras actividades relacionadas con la informática;Percentil 25;2022;25.000
Hombres;62 Programación, consultoría y otras actividades relacionadas con la informática;Percentil 50;2022;34.750,1
Hombres;62 Programación, consultoría y otras actividades relacionadas con la informática;Percentil 75;2022;47.501,34
Hombres;62 Programación, consultoría y otras actividades relacionadas con la informática;Percentil 90;2022;63.264,12
Hombres;63 Servicios de información;Media;2022;34.671,52
Hombres;63 Servicios de información;Percentil 10;2022;11.005,5
Hombres;63 Servicios de información;Percentil 25;2022;14.730,03
Hombres;63 Servicios de información;Percentil 50;2022;27.493,2
Hombres;63 Servicios de información;Percentil 75;2022;45.614,68
Hombres;63 Servicios de información;Percentil 90;2022;68.363,15
Hombres;K Actividades financieras y de seguros;Media;2022;53.969,55
Hombres;K Actividades financieras y de seguros;Percentil 10;2022;24.000,06
Hombres;K Actividades financieras y de seguros;Percentil 25;2022;36.178,58
Hombres;K Actividades financieras y de seguros;Percentil 50;2022;49.330,22
Hombres;K Actividades financieras y de seguros;Percentil 75;2022;65.422
Hombres;K Actividades financieras y de seguros;Percentil 90;2022;85.309,74
Hombres;64 Servicios financieros, excepto seguros y fondos de pensiones;Media;2022;59.404,84
Hombres;64 Servicios financieros, excepto seguros y fondos de pensiones;Percentil 10;2022;31.719,99
Hombres;64 Servicios financieros, excepto seguros y fondos de pensiones;Percentil 25;2022;41.597,26
Hombres;64 Servicios financieros, excepto seguros y fondos de pensiones;Percentil 50;2022;53.382,63
Hombres;64 Servicios financieros, excepto seguros y fondos de pensiones;Percentil 75;2022;68.487,4
Hombres;64 Servicios financieros, excepto seguros y fondos de pensiones;Percentil 90;2022;89.489,73
Hombres;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Media;2022;50.994,45
Hombres;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Percentil 10;2022;25.900,08
Hombres;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Percentil 25;2022;34.970,66
Hombres;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Percentil 50;2022;47.015,77
Hombres;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Percentil 75;2022;63.114,69
Hombres;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Percentil 90;2022;76.592,69
Hombres;66 Actividades auxiliares a los servicios financieros y a los seguros;Media;2022;36.075,54
Hombres;66 Actividades auxiliares a los servicios financieros y a los seguros;Percentil 10;2022;14.000,4
Hombres;66 Actividades auxiliares a los servicios financieros y a los seguros;Percentil 25;2022;17.268,6
Hombres;66 Actividades auxiliares a los servicios financieros y a los seguros;Percentil 50;2022;27.998,93
Hombres;66 Actividades auxiliares a los servicios financieros y a los seguros;Percentil 75;2022;43.815,32
Hombres;66 Actividades auxiliares a los servicios financieros y a los seguros;Percentil 90;2022;65.554,5
Hombres;L Actividades inmobiliarias;Media;2022;30.649,13
Hombres;L Actividades inmobiliarias;Percentil 10;2022;13.238,97
Hombres;L Actividades inmobiliarias;Percentil 25;2022;16.037,02
Hombres;L Actividades inmobiliarias;Percentil 50;2022;22.181,84
Hombres;L Actividades inmobiliarias;Percentil 75;2022;39.160,78
Hombres;L Actividades inmobiliarias;Percentil 90;2022;60.000
Hombres;68 Actividades inmobiliarias;Media;2022;30.649,13
Hombres;68 Actividades inmobiliarias;Percentil 10;2022;13.238,97
Hombres;68 Actividades inmobiliarias;Percentil 25;2022;16.037,02
Hombres;68 Actividades inmobiliarias;Percentil 50;2022;22.181,84
Hombres;68 Actividades inmobiliarias;Percentil 75;2022;39.160,78
Hombres;68 Actividades inmobiliarias;Percentil 90;2022;60.000
Hombres;M Actividades profesionales, científicas y técnicas;Media;2022;36.259,18
Hombres;M Actividades profesionales, científicas y técnicas;Percentil 10;2022;15.600
Hombres;M Actividades profesionales, científicas y técnicas;Percentil 25;2022;20.979
Hombres;M Actividades profesionales, científicas y técnicas;Percentil 50;2022;29.854,88
Hombres;M Actividades profesionales, científicas y técnicas;Percentil 75;2022;44.447,6
Hombres;M Actividades profesionales, científicas y técnicas;Percentil 90;2022;64.282,5
Hombres;69 Actividades jurídicas y de contabilidad;Media;2022;38.113,24
Hombres;69 Actividades jurídicas y de contabilidad;Percentil 10;2022;15.000
Hombres;69 Actividades jurídicas y de contabilidad;Percentil 25;2022;21.093,38
Hombres;69 Actividades jurídicas y de contabilidad;Percentil 50;2022;29.573,56
Hombres;69 Actividades jurídicas y de contabilidad;Percentil 75;2022;46.105,04
Hombres;69 Actividades jurídicas y de contabilidad;Percentil 90;2022;73.833,33
Hombres;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Media;2022;37.892,48
Hombres;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Percentil 10;2022;14.538,73
Hombres;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Percentil 25;2022;20.415,88
Hombres;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Percentil 50;2022;31.069,58
Hombres;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Percentil 75;2022;47.467,31
Hombres;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Percentil 90;2022;70.703,2
Hombres;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Media;2022;35.515,46
Hombres;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Percentil 10;2022;17.088,41
Hombres;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Percentil 25;2022;22.097,06
Hombres;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Percentil 50;2022;30.853,81
Hombres;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Percentil 75;2022;43.760
Hombres;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Percentil 90;2022;59.815,47
Hombres;72 Investigación y desarrollo;Media;2022;38.622,63
Hombres;72 Investigación y desarrollo;Percentil 10;2022;19.030,87
Hombres;72 Investigación y desarrollo;Percentil 25;2022;23.893,39
Hombres;72 Investigación y desarrollo;Percentil 50;2022;32.721,37
Hombres;72 Investigación y desarrollo;Percentil 75;2022;48.651,73
Hombres;72 Investigación y desarrollo;Percentil 90;2022;67.016
Hombres;73 Publicidad y estudios de mercado;Media;2022;36.882,71
Hombres;73 Publicidad y estudios de mercado;Percentil 10;2022;13.744,75
Hombres;73 Publicidad y estudios de mercado;Percentil 25;2022;18.120,72
Hombres;73 Publicidad y estudios de mercado;Percentil 50;2022;26.472,87
Hombres;73 Publicidad y estudios de mercado;Percentil 75;2022;48.750,09
Hombres;73 Publicidad y estudios de mercado;Percentil 90;2022;69.954,39
Hombres;74 Otras actividades profesionales, científicas y técnicas;Media;2022;31.739,32
Hombres;74 Otras actividades profesionales, científicas y técnicas;Percentil 10;2022;13.356,84
Hombres;74 Otras actividades profesionales, científicas y técnicas;Percentil 25;2022;18.000
Hombres;74 Otras actividades profesionales, científicas y técnicas;Percentil 50;2022;25.649,49
Hombres;74 Otras actividades profesionales, científicas y técnicas;Percentil 75;2022;39.595,04
Hombres;74 Otras actividades profesionales, científicas y técnicas;Percentil 90;2022;57.282,95
Hombres;75 Actividades veterinarias;Media;2022;-23.821,45
Hombres;75 Actividades veterinarias;Percentil 10;2022;-11.284,52
Hombres;75 Actividades veterinarias;Percentil 25;2022;-15.570,14
Hombres;75 Actividades veterinarias;Percentil 50;2022;-19.425,39
Hombres;75 Actividades veterinarias;Percentil 75;2022;-26.447,88
Hombres;75 Actividades veterinarias;Percentil 90;2022;-41.828,58
Hombres;N Actividades administrativas y servicios auxiliares;Media;2022;22.360,55
Hombres;N Actividades administrativas y servicios auxiliares;Percentil 10;2022;11.175,11
Hombres;N Actividades administrativas y servicios auxiliares;Percentil 25;2022;14.991,3
Hombres;N Actividades administrativas y servicios auxiliares;Percentil 50;2022;19.669,44
Hombres;N Actividades administrativas y servicios auxiliares;Percentil 75;2022;25.465,41
Hombres;N Actividades administrativas y servicios auxiliares;Percentil 90;2022;35.472,24
Hombres;77 Actividades de alquiler;Media;2022;27.305,35
Hombres;77 Actividades de alquiler;Percentil 10;2022;14.318
Hombres;77 Actividades de alquiler;Percentil 25;2022;17.425,59
Hombres;77 Actividades de alquiler;Percentil 50;2022;22.547,59
Hombres;77 Actividades de alquiler;Percentil 75;2022;30.882,78
Hombres;77 Actividades de alquiler;Percentil 90;2022;45.000
Hombres;78 Actividades relacionadas con el empleo;Media;2022;21.130,89
Hombres;78 Actividades relacionadas con el empleo;Percentil 10;2022;12.475,22
Hombres;78 Actividades relacionadas con el empleo;Percentil 25;2022;15.372,19
Hombres;78 Actividades relacionadas con el empleo;Percentil 50;2022;19.363,43
Hombres;78 Actividades relacionadas con el empleo;Percentil 75;2022;23.354,06
Hombres;78 Actividades relacionadas con el empleo;Percentil 90;2022;29.171,18
Hombres;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Media;2022;32.593,7
Hombres;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Percentil 10;2022;13.957,6
Hombres;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Percentil 25;2022;19.204,77
Hombres;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Percentil 50;2022;27.069,03
Hombres;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Percentil 75;2022;40.362,45
Hombres;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Percentil 90;2022;57.103,44
Hombres;80 Actividades de seguridad e investigación;Media;2022;22.560,35
Hombres;80 Actividades de seguridad e investigación;Percentil 10;2022;14.800
Hombres;80 Actividades de seguridad e investigación;Percentil 25;2022;18.996,76
Hombres;80 Actividades de seguridad e investigación;Percentil 50;2022;21.851,45
Hombres;80 Actividades de seguridad e investigación;Percentil 75;2022;25.767,66
Hombres;80 Actividades de seguridad e investigación;Percentil 90;2022;30.824,38
Hombres;81 Servicios a edificios y actividades de jardinería;Media;2022;19.438,02
Hombres;81 Servicios a edificios y actividades de jardinería;Percentil 10;2022;9.894,61
Hombres;81 Servicios a edificios y actividades de jardinería;Percentil 25;2022;14.219,1
Hombres;81 Servicios a edificios y actividades de jardinería;Percentil 50;2022;17.716,83
Hombres;81 Servicios a edificios y actividades de jardinería;Percentil 75;2022;22.558,35
Hombres;81 Servicios a edificios y actividades de jardinería;Percentil 90;2022;30.473,27
Hombres;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Media;2022;24.133,73
Hombres;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Percentil 10;2022;9.472,33
Hombres;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Percentil 25;2022;13.973,84
Hombres;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Percentil 50;2022;17.634,07
Hombres;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Percentil 75;2022;29.040
Hombres;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Percentil 90;2022;43.737,56
Hombres;O Administración Pública y defensa, Seguridad Social obligatoria;Media;2022;35.813,05
Hombres;O Administración Pública y defensa, Seguridad Social obligatoria;Percentil 10;2022;19.283,62
Hombres;O Administración Pública y defensa, Seguridad Social obligatoria;Percentil 25;2022;25.141,62
Hombres;O Administración Pública y defensa, Seguridad Social obligatoria;Percentil 50;2022;33.938,5
Hombres;O Administración Pública y defensa, Seguridad Social obligatoria;Percentil 75;2022;44.440,42
Hombres;O Administración Pública y defensa, Seguridad Social obligatoria;Percentil 90;2022;55.119,81
Hombres;84 Administración Pública y defensa, Seguridad Social obligatoria;Media;2022;35.813,05
Hombres;84 Administración Pública y defensa, Seguridad Social obligatoria;Percentil 10;2022;19.283,62
Hombres;84 Administración Pública y defensa, Seguridad Social obligatoria;Percentil 25;2022;25.141,62
Hombres;84 Administración Pública y defensa, Seguridad Social obligatoria;Percentil 50;2022;33.938,5
Hombres;84 Administración Pública y defensa, Seguridad Social obligatoria;Percentil 75;2022;44.440,42
Hombres;84 Administración Pública y defensa, Seguridad Social obligatoria;Percentil 90;2022;55.119,81
Hombres;P Educación;Media;2022;31.290,07
Hombres;P Educación;Percentil 10;2022;8.335,16
Hombres;P Educación;Percentil 25;2022;17.957,29
Hombres;P Educación;Percentil 50;2022;33.060,29
Hombres;P Educación;Percentil 75;2022;41.039,1
Hombres;P Educación;Percentil 90;2022;51.154,52
Hombres;85 Educación;Media;2022;31.290,07
Hombres;85 Educación;Percentil 10;2022;8.335,16
Hombres;85 Educación;Percentil 25;2022;17.957,29
Hombres;85 Educación;Percentil 50;2022;33.060,29
Hombres;85 Educación;Percentil 75;2022;41.039,1
Hombres;85 Educación;Percentil 90;2022;51.154,52
Hombres;Q Actividades sanitarias y de servicios sociales;Media;2022;37.097,58
Hombres;Q Actividades sanitarias y de servicios sociales;Percentil 10;2022;14.224
Hombres;Q Actividades sanitarias y de servicios sociales;Percentil 25;2022;19.951,53
Hombres;Q Actividades sanitarias y de servicios sociales;Percentil 50;2022;28.153,59
Hombres;Q Actividades sanitarias y de servicios sociales;Percentil 75;2022;48.422,43
Hombres;Q Actividades sanitarias y de servicios sociales;Percentil 90;2022;76.090,3
Hombres;86 Actividades sanitarias;Media;2022;43.255,43
Hombres;86 Actividades sanitarias;Percentil 10;2022;18.318,23
Hombres;86 Actividades sanitarias;Percentil 25;2022;24.551,46
Hombres;86 Actividades sanitarias;Percentil 50;2022;34.354,27
Hombres;86 Actividades sanitarias;Percentil 75;2022;60.420,18
Hombres;86 Actividades sanitarias;Percentil 90;2022;81.645,89
Hombres;87 Asistencia en establecimientos residenciales;Media;2022;20.695,3
Hombres;87 Asistencia en establecimientos residenciales;Percentil 10;2022;10.823,36
Hombres;87 Asistencia en establecimientos residenciales;Percentil 25;2022;14.976,39
Hombres;87 Asistencia en establecimientos residenciales;Percentil 50;2022;18.319,16
Hombres;87 Asistencia en establecimientos residenciales;Percentil 75;2022;24.299,91
Hombres;87 Asistencia en establecimientos residenciales;Percentil 90;2022;32.533,35
Hombres;88 Actividades de servicios sociales sin alojamiento;Media;2022;20.898,13
Hombres;88 Actividades de servicios sociales sin alojamiento;Percentil 10;2022;9.545,96
Hombres;88 Actividades de servicios sociales sin alojamiento;Percentil 25;2022;14.000
Hombres;88 Actividades de servicios sociales sin alojamiento;Percentil 50;2022;18.116
Hombres;88 Actividades de servicios sociales sin alojamiento;Percentil 75;2022;25.125,57
Hombres;88 Actividades de servicios sociales sin alojamiento;Percentil 90;2022;34.785,14
Hombres;R Actividades artísticas, recreativas y de entretenimiento;Media;2022;20.892,08
Hombres;R Actividades artísticas, recreativas y de entretenimiento;Percentil 10;2022;5.469,63
Hombres;R Actividades artísticas, recreativas y de entretenimiento;Percentil 25;2022;9.922,31
Hombres;R Actividades artísticas, recreativas y de entretenimiento;Percentil 50;2022;16.931
Hombres;R Actividades artísticas, recreativas y de entretenimiento;Percentil 75;2022;26.000,04
Hombres;R Actividades artísticas, recreativas y de entretenimiento;Percentil 90;2022;39.997,35
Hombres;90 Actividades de creación, artísticas y espectáculos;Media;2022;25.846,28
Hombres;90 Actividades de creación, artísticas y espectáculos;Percentil 10;2022;6.916,76
Hombres;90 Actividades de creación, artísticas y espectáculos;Percentil 25;2022;13.632
Hombres;90 Actividades de creación, artísticas y espectáculos;Percentil 50;2022;22.263,48
Hombres;90 Actividades de creación, artísticas y espectáculos;Percentil 75;2022;35.186,45
Hombres;90 Actividades de creación, artísticas y espectáculos;Percentil 90;2022;50.285,88
Hombres;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Media;2022;26.062,51
Hombres;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Percentil 10;2022;11.868,1
Hombres;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Percentil 25;2022;16.562,18
Hombres;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Percentil 50;2022;24.315,6
Hombres;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Percentil 75;2022;31.331,32
Hombres;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Percentil 90;2022;42.325,31
Hombres;92 Actividades de juegos de azar y apuestas;Media;2022;28.779,54
Hombres;92 Actividades de juegos de azar y apuestas;Percentil 10;2022;13.960,09
Hombres;92 Actividades de juegos de azar y apuestas;Percentil 25;2022;18.500
Hombres;92 Actividades de juegos de azar y apuestas;Percentil 50;2022;25.416,84
Hombres;92 Actividades de juegos de azar y apuestas;Percentil 75;2022;35.919,56
Hombres;92 Actividades de juegos de azar y apuestas;Percentil 90;2022;48.069
