Sexo;Secciones y divisiones de la CNAE-09;Media y percentiles;Periodo;Total
Mujeres;22 Fabricación de productos de caucho y plásticos;Media;2022;25.720,53
Mujeres;22 Fabricación de productos de caucho y plásticos;Percentil 10;2022;14.528
Mujeres;22 Fabricación de productos de caucho y plásticos;Percentil 25;2022;17.806,44
Mujeres;22 Fabricación de productos de caucho y plásticos;Percentil 50;2022;22.094,09
Mujeres;22 Fabricación de productos de caucho y plásticos;Percentil 75;2022;30.365,14
Mujeres;22 Fabricación de productos de caucho y plásticos;Percentil 90;2022;41.546,25
Mujeres;23 Fabricación de otros productos minerales no metálicos;Media;2022;-27.737,01
Mujeres;23 Fabricación de otros productos minerales no metálicos;Percentil 10;2022;-12.852
Mujeres;23 Fabricación de otros productos minerales no metálicos;Percentil 25;2022;-18.025,92
Mujeres;23 Fabricación de otros productos minerales no metálicos;Percentil 50;2022;-24.791,66
Mujeres;23 Fabricación de otros productos minerales no metálicos;Percentil 75;2022;-32.673,97
Mujeres;23 Fabricación de otros productos minerales no metálicos;Percentil 90;2022;-48.482,24
Mujeres;24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;Media;2022;-34.283,8
Mujeres;24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;Percentil 10;2022;-18.423,18
Mujeres;24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;Percentil 25;2022;-23.296,35
Mujeres;24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;Percentil 50;2022;-30.286,94
Mujeres;24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;Percentil 75;2022;-42.232,41
Mujeres;24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;Percentil 90;2022;-55.837,38
Mujeres;25 Fabricación de productos metálicos, excepto maquinaria y equipo;Media;2022;-24.253,83
Mujeres;25 Fabricación de productos metálicos, excepto maquinaria y equipo;Percentil 10;2022;-11.363,49
Mujeres;25 Fabricación de productos metálicos, excepto maquinaria y equipo;Percentil 25;2022;-16.997,47
Mujeres;25 Fabricación de productos metálicos, excepto maquinaria y equipo;Percentil 50;2022;-23.571,6
Mujeres;25 Fabricación de productos metálicos, excepto maquinaria y equipo;Percentil 75;2022;-30.137,8
Mujeres;25 Fabricación de productos metálicos, excepto maquinaria y equipo;Percentil 90;2022;-40.283,67
Mujeres;26 Fabricación de productos informáticos, electrónicos y ópticos;Media;2022;30.406,08
Mujeres;26 Fabricación de productos informáticos, electrónicos y ópticos;Percentil 10;2022;14.502,86
Mujeres;26 Fabricación de productos informáticos, electrónicos y ópticos;Percentil 25;2022;20.219,45
Mujeres;26 Fabricación de productos informáticos, electrónicos y ópticos;Percentil 50;2022;24.686,2
Mujeres;26 Fabricación de productos informáticos, electrónicos y ópticos;Percentil 75;2022;34.910,75
Mujeres;26 Fabricación de productos informáticos, electrónicos y ópticos;Percentil 90;2022;61.200,55
Mujeres;27 Fabricación de material y equipo eléctrico;Media;2022;29.986,82
Mujeres;27 Fabricación de material y equipo eléctrico;Percentil 10;2022;17.055,49
Mujeres;27 Fabricación de material y equipo eléctrico;Percentil 25;2022;21.260,18
Mujeres;27 Fabricación de material y equipo eléctrico;Percentil 50;2022;26.584,55
Mujeres;27 Fabricación de material y equipo eléctrico;Percentil 75;2022;33.545,85
Mujeres;27 Fabricación de material y equipo eléctrico;Percentil 90;2022;46.590,54
Mujeres;28 Fabricación de maquinaria y equipo n.c.o.p.;Media;2022;-34.353,94
Mujeres;28 Fabricación de maquinaria y equipo n.c.o.p.;Percentil 10;2022;-17.555,51
Mujeres;28 Fabricación de maquinaria y equipo n.c.o.p.;Percentil 25;2022;-22.315,8
Mujeres;28 Fabricación de maquinaria y equipo n.c.o.p.;Percentil 50;2022;-29.422,1
Mujeres;28 Fabricación de maquinaria y equipo n.c.o.p.;Percentil 75;2022;-41.045,7
Mujeres;28 Fabricación de maquinaria y equipo n.c.o.p.;Percentil 90;2022;-57.016,26
Mujeres;29 Fabricación de vehículos de motor, remolques y semirremolques;Media;2022;31.503,94
Mujeres;29 Fabricación de vehículos de motor, remolques y semirremolques;Percentil 10;2022;18.179,45
Mujeres;29 Fabricación de vehículos de motor, remolques y semirremolques;Percentil 25;2022;21.846,03
Mujeres;29 Fabricación de vehículos de motor, remolques y semirremolques;Percentil 50;2022;28.496,42
Mujeres;29 Fabricación de vehículos de motor, remolques y semirremolques;Percentil 75;2022;36.236,97
Mujeres;29 Fabricación de vehículos de motor, remolques y semirremolques;Percentil 90;2022;53.167,18
Mujeres;30 Fabricación de otro material de transporte;Media;2022;-46.113,81
Mujeres;30 Fabricación de otro material de transporte;Percentil 10;2022;-17.072,42
Mujeres;30 Fabricación de otro material de transporte;Percentil 25;2022;-26.519,52
Mujeres;30 Fabricación de otro material de transporte;Percentil 50;2022;-45.799,39
Mujeres;30 Fabricación de otro material de transporte;Percentil 75;2022;-65.475,26
Mujeres;30 Fabricación de otro material de transporte;Percentil 90;2022;-72.399,26
Mujeres;31 Fabricación de muebles;Media;2022;-18.865,06
Mujeres;31 Fabricación de muebles;Percentil 10;2022;-10.607,79
Mujeres;31 Fabricación de muebles;Percentil 25;2022;-14.633,48
Mujeres;31 Fabricación de muebles;Percentil 50;2022;-18.135,09
Mujeres;31 Fabricación de muebles;Percentil 75;2022;-21.706,2
Mujeres;31 Fabricación de muebles;Percentil 90;2022;-27.256,95
Mujeres;32 Otras industrias manufactureras;Media;2022;21.915,15
Mujeres;32 Otras industrias manufactureras;Percentil 10;2022;10.853
Mujeres;32 Otras industrias manufactureras;Percentil 25;2022;14.574,94
Mujeres;32 Otras industrias manufactureras;Percentil 50;2022;19.447,2
Mujeres;32 Otras industrias manufactureras;Percentil 75;2022;26.302,38
Mujeres;32 Otras industrias manufactureras;Percentil 90;2022;34.863
Mujeres;33 Reparación e instalación de maquinaria y equipo;Media;2022;-25.075,53
Mujeres;33 Reparación e instalación de maquinaria y equipo;Percentil 10;2022;-11.869,36
Mujeres;33 Reparación e instalación de maquinaria y equipo;Percentil 25;2022;-17.050,39
Mujeres;33 Reparación e instalación de maquinaria y equipo;Percentil 50;2022;-21.526,09
Mujeres;33 Reparación e instalación de maquinaria y equipo;Percentil 75;2022;-28.748,52
Mujeres;33 Reparación e instalación de maquinaria y equipo;Percentil 90;2022;-37.840,64
Mujeres;D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Media;2022;49.546,23
Mujeres;D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 10;2022;17.543,75
Mujeres;D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 25;2022;24.556,88
Mujeres;D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 50;2022;51.199,95
Mujeres;D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 75;2022;65.845,04
Mujeres;D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 90;2022;81.376,55
Mujeres;35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Media;2022;49.546,23
Mujeres;35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 10;2022;17.543,75
Mujeres;35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 25;2022;24.556,88
Mujeres;35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 50;2022;51.199,95
Mujeres;35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 75;2022;65.845,04
Mujeres;35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 90;2022;81.376,55
Mujeres;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Media;2022;28.501,84
Mujeres;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percentil 10;2022;13.388,31
Mujeres;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percentil 25;2022;17.952,25
Mujeres;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percentil 50;2022;25.410,97
Mujeres;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percentil 75;2022;35.024,84
Mujeres;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percentil 90;2022;49.224,4
Mujeres;36 Captación, depuración y distribución de agua;Media;2022;34.783,36
Mujeres;36 Captación, depuración y distribución de agua;Percentil 10;2022;15.175,2
Mujeres;36 Captación, depuración y distribución de agua;Percentil 25;2022;21.259,89
Mujeres;36 Captación, depuración y distribución de agua;Percentil 50;2022;30.904,34
Mujeres;36 Captación, depuración y distribución de agua;Percentil 75;2022;46.620,87
Mujeres;36 Captación, depuración y distribución de agua;Percentil 90;2022;58.402,95
Mujeres;37 Recogida y tratamiento de aguas residuales;Media;2022;-29.955,98
Mujeres;37 Recogida y tratamiento de aguas residuales;Percentil 10;2022;-14.662,77
Mujeres;37 Recogida y tratamiento de aguas residuales;Percentil 25;2022;-20.766,83
Mujeres;37 Recogida y tratamiento de aguas residuales;Percentil 50;2022;-28.170,87
Mujeres;37 Recogida y tratamiento de aguas residuales;Percentil 75;2022;-36.400,14
Mujeres;37 Recogida y tratamiento de aguas residuales;Percentil 90;2022;-44.577,56
Mujeres;38 Recogida, tratamiento y eliminación de residuos, valorización;Media;2022;25.761,85
Mujeres;38 Recogida, tratamiento y eliminación de residuos, valorización;Percentil 10;2022;11.270,95
Mujeres;38 Recogida, tratamiento y eliminación de residuos, valorización;Percentil 25;2022;16.856,91
Mujeres;38 Recogida, tratamiento y eliminación de residuos, valorización;Percentil 50;2022;23.907,18
Mujeres;38 Recogida, tratamiento y eliminación de residuos, valorización;Percentil 75;2022;31.600
Mujeres;38 Recogida, tratamiento y eliminación de residuos, valorización;Percentil 90;2022;40.011
Mujeres;39 Actividades de descontaminación y otros servicios de gestión de residuos;Media;2022;..
Mujeres;39 Actividades de descontaminación y otros servicios de gestión de residuos;Percentil 10;2022;..
Mujeres;39 Actividades de descontaminación y otros servicios de gestión de residuos;Percentil 25;2022;..
Mujeres;39 Actividades de descontaminación y otros servicios de gestión de residuos;Percentil 50;2022;..
Mujeres;39 Actividades de descontaminación y otros servicios de gestión de residuos;Percentil 75;2022;..
Mujeres;39 Actividades de descontaminación y otros servicios de gestión de residuos;Percentil 90;2022;..
Mujeres;F Construcción;Media;2022;26.258,91
Mujeres;F Construcción;Percentil 10;2022;11.652,8
Mujeres;F Construcción;Percentil 25;2022;17.775,69
Mujeres;F Construcción;Percentil 50;2022;22.955,31
Mujeres;F Construcción;Percentil 75;2022;32.404,45
Mujeres;F Construcción;Percentil 90;2022;42.596,9
Mujeres;41 Construcción de edificios;Media;2022;-27.284,57
Mujeres;41 Construcción de edificios;Percentil 10;2022;-12.149,22
Mujeres;41 Construcción de edificios;Percentil 25;2022;-17.010
Mujeres;41 Construcción de edificios;Percentil 50;2022;-23.685,8
Mujeres;41 Construcción de edificios;Percentil 75;2022;-33.198,4
Mujeres;41 Construcción de edificios;Percentil 90;2022;-45.519,49
Mujeres;42 Ingeniería civil;Media;2022;-30.574,97
Mujeres;42 Ingeniería civil;Percentil 10;2022;-11.575,28
Mujeres;42 Ingeniería civil;Percentil 25;2022;-20.106,42
Mujeres;42 Ingeniería civil;Percentil 50;2022;-26.050
Mujeres;42 Ingeniería civil;Percentil 75;2022;-39.999,84
Mujeres;42 Ingeniería civil;Percentil 90;2022;-55.682
Mujeres;43 Actividades de construcción especializada;Media;2022;-24.962,22
Mujeres;43 Actividades de construcción especializada;Percentil 10;2022;-10.979,2
Mujeres;43 Actividades de construcción especializada;Percentil 25;2022;-17.822
Mujeres;43 Actividades de construcción especializada;Percentil 50;2022;-22.263,66
Mujeres;43 Actividades de construcción especializada;Percentil 75;2022;-30.597
Mujeres;43 Actividades de construcción especializada;Percentil 90;2022;-39.311,08
Mujeres;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;Media;2022;20.084,02
Mujeres;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;Percentil 10;2022;9.622,11
Mujeres;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;Percentil 25;2022;13.732,75
Mujeres;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;Percentil 50;2022;17.292,5
Mujeres;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;Percentil 75;2022;22.695,04
Mujeres;G Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas;Percentil 90;2022;31.376,56
Mujeres;45 Venta y reparación de vehículos de motor y motocicletas;Media;2022;-22.322,81
Mujeres;45 Venta y reparación de vehículos de motor y motocicletas;Percentil 10;2022;-11.233,38
Mujeres;45 Venta y reparación de vehículos de motor y motocicletas;Percentil 25;2022;-15.596,76
Mujeres;45 Venta y reparación de vehículos de motor y motocicletas;Percentil 50;2022;-19.349,02
Mujeres;45 Venta y reparación de vehículos de motor y motocicletas;Percentil 75;2022;-24.782,12
Mujeres;45 Venta y reparación de vehículos de motor y motocicletas;Percentil 90;2022;-34.699,14
Mujeres;46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Media;2022;25.937,44
Mujeres;46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Percentil 10;2022;11.284,72
Mujeres;46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Percentil 25;2022;15.243,28
Mujeres;46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Percentil 50;2022;19.999,92
Mujeres;46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Percentil 75;2022;29.363,67
Mujeres;46 Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;Percentil 90;2022;48.941,19
Mujeres;47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Media;2022;18.009,26
Mujeres;47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Percentil 10;2022;9.268,31
Mujeres;47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Percentil 25;2022;13.162,5
Mujeres;47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Percentil 50;2022;16.512,2
Mujeres;47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Percentil 75;2022;20.947,42
Mujeres;47 Comercio al por menor, excepto de vehículos de motor y motocicletas;Percentil 90;2022;26.880,84
Mujeres;H Transporte y almacenamiento;Media;2022;26.569,15
Mujeres;H Transporte y almacenamiento;Percentil 10;2022;12.400,51
Mujeres;H Transporte y almacenamiento;Percentil 25;2022;17.421,36
Mujeres;H Transporte y almacenamiento;Percentil 50;2022;23.216,44
Mujeres;H Transporte y almacenamiento;Percentil 75;2022;32.339,65
Mujeres;H Transporte y almacenamiento;Percentil 90;2022;45.137,46
Mujeres;49 Transporte terrestre y por tubería;Media;2022;23.998,59
Mujeres;49 Transporte terrestre y por tubería;Percentil 10;2022;7.086,67
Mujeres;49 Transporte terrestre y por tubería;Percentil 25;2022;14.221,64
Mujeres;49 Transporte terrestre y por tubería;Percentil 50;2022;20.974,77
Mujeres;49 Transporte terrestre y por tubería;Percentil 75;2022;30.391,18
Mujeres;49 Transporte terrestre y por tubería;Percentil 90;2022;46.366,62
Mujeres;50 Transporte marítimo y por vías navegables interiores;Media;2022;-26.448,12
Mujeres;50 Transporte marítimo y por vías navegables interiores;Percentil 10;2022;-15.203
Mujeres;50 Transporte marítimo y por vías navegables interiores;Percentil 25;2022;-17.028,65
Mujeres;50 Transporte marítimo y por vías navegables interiores;Percentil 50;2022;-22.281,56
Mujeres;50 Transporte marítimo y por vías navegables interiores;Percentil 75;2022;-30.554,5
Mujeres;50 Transporte marítimo y por vías navegables interiores;Percentil 90;2022;-44.206,53
Mujeres;51 Transporte aéreo;Media;2022;36.806,02
Mujeres;51 Transporte aéreo;Percentil 10;2022;18.088,48
Mujeres;51 Transporte aéreo;Percentil 25;2022;24.290,52
Mujeres;51 Transporte aéreo;Percentil 50;2022;34.014,95
Mujeres;51 Transporte aéreo;Percentil 75;2022;45.137,46
Mujeres;51 Transporte aéreo;Percentil 90;2022;57.973,44
Mujeres;52 Almacenamiento y actividades anexas al transporte;Media;2022;28.198,93
Mujeres;52 Almacenamiento y actividades anexas al transporte;Percentil 10;2022;14.121,34
Mujeres;52 Almacenamiento y actividades anexas al transporte;Percentil 25;2022;18.396,52
Mujeres;52 Almacenamiento y actividades anexas al transporte;Percentil 50;2022;24.215,56
Mujeres;52 Almacenamiento y actividades anexas al transporte;Percentil 75;2022;34.948,93
Mujeres;52 Almacenamiento y actividades anexas al transporte;Percentil 90;2022;45.405
Mujeres;53 Actividades postales y de correos;Media;2022;22.501,62
Mujeres;53 Actividades postales y de correos;Percentil 10;2022;13.696,29
Mujeres;53 Actividades postales y de correos;Percentil 25;2022;18.887,24
Mujeres;53 Actividades postales y de correos;Percentil 50;2022;22.843,87
Mujeres;53 Actividades postales y de correos;Percentil 75;2022;25.322,68
Mujeres;53 Actividades postales y de correos;Percentil 90;2022;29.382,96
Mujeres;I Hostelería;Media;2022;15.022,32
Mujeres;I Hostelería;Percentil 10;2022;5.411,66
Mujeres;I Hostelería;Percentil 25;2022;9.187,42
Mujeres;I Hostelería;Percentil 50;2022;15.320,42
Mujeres;I Hostelería;Percentil 75;2022;19.177
Mujeres;I Hostelería;Percentil 90;2022;23.422,2
Mujeres;55 Servicios de alojamiento;Media;2022;20.005,33
Mujeres;55 Servicios de alojamiento;Percentil 10;2022;10.079,66
Mujeres;55 Servicios de alojamiento;Percentil 25;2022;15.452,04
Mujeres;55 Servicios de alojamiento;Percentil 50;2022;19.577,91
Mujeres;55 Servicios de alojamiento;Percentil 75;2022;23.460,26
Mujeres;55 Servicios de alojamiento;Percentil 90;2022;28.937,17
Mujeres;56 Servicios de comidas y bebidas;Media;2022;13.418,95
Mujeres;56 Servicios de comidas y bebidas;Percentil 10;2022;5.032,87
Mujeres;56 Servicios de comidas y bebidas;Percentil 25;2022;8.115,7
Mujeres;56 Servicios de comidas y bebidas;Percentil 50;2022;13.962,61
Mujeres;56 Servicios de comidas y bebidas;Percentil 75;2022;17.717,06
Mujeres;56 Servicios de comidas y bebidas;Percentil 90;2022;21.014,82
Mujeres;J Información y comunicaciones;Media;2022;34.306,95
Mujeres;J Información y comunicaciones;Percentil 10;2022;14.399,32
Mujeres;J Información y comunicaciones;Percentil 25;2022;20.052,3
Mujeres;J Información y comunicaciones;Percentil 50;2022;30.324,96
Mujeres;J Información y comunicaciones;Percentil 75;2022;43.449,23
Mujeres;J Información y comunicaciones;Percentil 90;2022;60.178,33
Mujeres;58 Edición;Media;2022;32.016,04
Mujeres;58 Edición;Percentil 10;2022;13.703,1
Mujeres;58 Edición;Percentil 25;2022;18.804,24
Mujeres;58 Edición;Percentil 50;2022;28.008
Mujeres;58 Edición;Percentil 75;2022;40.781,82
Mujeres;58 Edición;Percentil 90;2022;56.590,23
Mujeres;59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;Media;2022;29.178,7
Mujeres;59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;Percentil 10;2022;10.599,74
Mujeres;59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;Percentil 25;2022;16.015,39
Mujeres;59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;Percentil 50;2022;24.993,53
Mujeres;59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;Percentil 75;2022;37.878,21
Mujeres;59 Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical;Percentil 90;2022;55.042,08
Mujeres;60 Actividades de programación y emisión de radio y televisión;Media;2022;43.531,1
Mujeres;60 Actividades de programación y emisión de radio y televisión;Percentil 10;2022;18.182,7
Mujeres;60 Actividades de programación y emisión de radio y televisión;Percentil 25;2022;26.692
Mujeres;60 Actividades de programación y emisión de radio y televisión;Percentil 50;2022;41.505,91
Mujeres;60 Actividades de programación y emisión de radio y televisión;Percentil 75;2022;59.638,18
Mujeres;60 Actividades de programación y emisión de radio y televisión;Percentil 90;2022;70.706,72
Mujeres;61 Telecomunicaciones;Media;2022;40.631,05
Mujeres;61 Telecomunicaciones;Percentil 10;2022;13.733,42
Mujeres;61 Telecomunicaciones;Percentil 25;2022;19.162,27
Mujeres;61 Telecomunicaciones;Percentil 50;2022;37.901,42
Mujeres;61 Telecomunicaciones;Percentil 75;2022;57.492,88
Mujeres;61 Telecomunicaciones;Percentil 90;2022;72.821,88
Mujeres;62 Programación, consultoría y otras actividades relacionadas con la informática;Media;2022;33.884,13
Mujeres;62 Programación, consultoría y otras actividades relacionadas con la informática;Percentil 10;2022;15.250,89
Mujeres;62 Programación, consultoría y otras actividades relacionadas con la informática;Percentil 25;2022;21.305,71
Mujeres;62 Programación, consultoría y otras actividades relacionadas con la informática;Percentil 50;2022;30.805,16
Mujeres;62 Programación, consultoría y otras actividades relacionadas con la informática;Percentil 75;2022;41.772,1
Mujeres;62 Programación, consultoría y otras actividades relacionadas con la informática;Percentil 90;2022;56.007,82
Mujeres;63 Servicios de información;Media;2022;30.414,73
Mujeres;63 Servicios de información;Percentil 10;2022;13.248,97
Mujeres;63 Servicios de información;Percentil 25;2022;16.662,73
Mujeres;63 Servicios de información;Percentil 50;2022;25.487,12
Mujeres;63 Servicios de información;Percentil 75;2022;38.309,96
Mujeres;63 Servicios de información;Percentil 90;2022;53.708,2
Mujeres;K Actividades financieras y de seguros;Media;2022;42.214,85
Mujeres;K Actividades financieras y de seguros;Percentil 10;2022;16.511,51
Mujeres;K Actividades financieras y de seguros;Percentil 25;2022;25.948,28
Mujeres;K Actividades financieras y de seguros;Percentil 50;2022;40.253,26
Mujeres;K Actividades financieras y de seguros;Percentil 75;2022;53.683,9
Mujeres;K Actividades financieras y de seguros;Percentil 90;2022;70.281,72
Mujeres;64 Servicios financieros, excepto seguros y fondos de pensiones;Media;2022;50.346,2
Mujeres;64 Servicios financieros, excepto seguros y fondos de pensiones;Percentil 10;2022;26.289,13
Mujeres;64 Servicios financieros, excepto seguros y fondos de pensiones;Percentil 25;2022;37.950,84
Mujeres;64 Servicios financieros, excepto seguros y fondos de pensiones;Percentil 50;2022;47.614,38
Mujeres;64 Servicios financieros, excepto seguros y fondos de pensiones;Percentil 75;2022;61.646,09
Mujeres;64 Servicios financieros, excepto seguros y fondos de pensiones;Percentil 90;2022;77.720,35
Mujeres;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Media;2022;38.247,04
Mujeres;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Percentil 10;2022;19.750,8
Mujeres;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Percentil 25;2022;26.874,38
Mujeres;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Percentil 50;2022;36.319,27
Mujeres;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Percentil 75;2022;46.311,54
Mujeres;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Percentil 90;2022;58.867,32
Mujeres;66 Actividades auxiliares a los servicios financieros y a los seguros;Media;2022;26.381,85
Mujeres;66 Actividades auxiliares a los servicios financieros y a los seguros;Percentil 10;2022;11.104,37
Mujeres;66 Actividades auxiliares a los servicios financieros y a los seguros;Percentil 25;2022;15.728,36
Mujeres;66 Actividades auxiliares a los servicios financieros y a los seguros;Percentil 50;2022;20.657,9
Mujeres;66 Actividades auxiliares a los servicios financieros y a los seguros;Percentil 75;2022;31.896,23
Mujeres;66 Actividades auxiliares a los servicios financieros y a los seguros;Percentil 90;2022;47.088,24
Mujeres;L Actividades inmobiliarias;Media;2022;23.538,96
Mujeres;L Actividades inmobiliarias;Percentil 10;2022;7.696,6
Mujeres;L Actividades inmobiliarias;Percentil 25;2022;13.707,15
Mujeres;L Actividades inmobiliarias;Percentil 50;2022;18.518,5
Mujeres;L Actividades inmobiliarias;Percentil 75;2022;27.283,09
Mujeres;L Actividades inmobiliarias;Percentil 90;2022;44.274,01
Mujeres;68 Actividades inmobiliarias;Media;2022;23.538,96
Mujeres;68 Actividades inmobiliarias;Percentil 10;2022;7.696,6
Mujeres;68 Actividades inmobiliarias;Percentil 25;2022;13.707,15
Mujeres;68 Actividades inmobiliarias;Percentil 50;2022;18.518,5
Mujeres;68 Actividades inmobiliarias;Percentil 75;2022;27.283,09
Mujeres;68 Actividades inmobiliarias;Percentil 90;2022;44.274,01
Mujeres;M Actividades profesionales, científicas y técnicas;Media;2022;26.804,95
Mujeres;M Actividades profesionales, científicas y técnicas;Percentil 10;2022;11.301,78
Mujeres;M Actividades profesionales, científicas y técnicas;Percentil 25;2022;15.539,02
Mujeres;M Actividades profesionales, científicas y técnicas;Percentil 50;2022;22.312
Mujeres;M Actividades profesionales, científicas y técnicas;Percentil 75;2022;33.102,94
Mujeres;M Actividades profesionales, científicas y técnicas;Percentil 90;2022;46.939,95
Mujeres;69 Actividades jurídicas y de contabilidad;Media;2022;24.367,09
Mujeres;69 Actividades jurídicas y de contabilidad;Percentil 10;2022;9.539,27
Mujeres;69 Actividades jurídicas y de contabilidad;Percentil 25;2022;14.172,25
Mujeres;69 Actividades jurídicas y de contabilidad;Percentil 50;2022;19.527
Mujeres;69 Actividades jurídicas y de contabilidad;Percentil 75;2022;29.316,61
Mujeres;69 Actividades jurídicas y de contabilidad;Percentil 90;2022;44.709,76
Mujeres;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Media;2022;28.039,23
Mujeres;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Percentil 10;2022;13.001,65
Mujeres;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Percentil 25;2022;16.452,73
Mujeres;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Percentil 50;2022;22.602,98
Mujeres;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Percentil 75;2022;34.793,93
Mujeres;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Percentil 90;2022;48.369,86
Mujeres;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Media;2022;29.122,14
Mujeres;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Percentil 10;2022;14.000,36
Mujeres;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Percentil 25;2022;18.557,26
Mujeres;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Percentil 50;2022;26.064,96
Mujeres;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Percentil 75;2022;35.996,08
Mujeres;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Percentil 90;2022;47.559,67
Mujeres;72 Investigación y desarrollo;Media;2022;34.375,27
Mujeres;72 Investigación y desarrollo;Percentil 10;2022;17.802,08
Mujeres;72 Investigación y desarrollo;Percentil 25;2022;22.493,58
Mujeres;72 Investigación y desarrollo;Percentil 50;2022;30.817,32
Mujeres;72 Investigación y desarrollo;Percentil 75;2022;41.310,01
Mujeres;72 Investigación y desarrollo;Percentil 90;2022;57.935,48
Mujeres;73 Publicidad y estudios de mercado;Media;2022;26.663,3
Mujeres;73 Publicidad y estudios de mercado;Percentil 10;2022;11.196,78
Mujeres;73 Publicidad y estudios de mercado;Percentil 25;2022;15.040,74
Mujeres;73 Publicidad y estudios de mercado;Percentil 50;2022;20.530,33
Mujeres;73 Publicidad y estudios de mercado;Percentil 75;2022;30.218,14
Mujeres;73 Publicidad y estudios de mercado;Percentil 90;2022;46.848,51
Mujeres;74 Otras actividades profesionales, científicas y técnicas;Media;2022;25.228,17
Mujeres;74 Otras actividades profesionales, científicas y técnicas;Percentil 10;2022;10.250,88
