Tipo de jornada;Secciones de la CNAE-09;Componentes del coste;Periodo;Total
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2017T2;295,03
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2017T1;377,06
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2016T4;527,37
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2016T3;309,49
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2016T2;341,31
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2016T1;346
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2015T4;540,17
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2015T3;291,4
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2015T2;299,21
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2015T1;245,28
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2014T4;517,71
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2014T3;295,99
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2014T2;288,42
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2014T1;215,21
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2013T4;524
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2013T3;252,41
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2013T2;277,92
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2013T1;245,76
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2012T4;417,91
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2012T3;244,5
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2012T2;278,76
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2012T1;246,76
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2011T4;496,36
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2011T3;239,23
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2011T2;340,22
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2011T1;233,11
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2010T4;479,42
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2010T3;288,93
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2010T2;302,84
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2010T1;193,32
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2009T4;473,86
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2009T3;287,45
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2009T2;323,73
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2009T1;209,01
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2008T4;486,92
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2008T3;272,01
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2008T2;298,33
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos extraordinarios;2008T1;206,85
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2026T1;66,74
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2025T4;54,38
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2025T3;34,27
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2025T2;64,51
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2025T1;34,94
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2024T4;30,52
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2024T3;25,83
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2024T2;31,82
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2024T1;42,48
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2023T4;29,24
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2023T3;22,8
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2023T2;30,4
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2023T1;36,57
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2022T4;36,68
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2022T3;26,94
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2022T2;25,75
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2022T1;29,26
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2021T4;28,81
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2021T3;15,59
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2021T2;23,63
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2021T1;25,75
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2020T4;31,33
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2020T3;21,76
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2020T2;32,49
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2020T1;27,05
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2019T4;35,87
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2019T3;19,06
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2019T2;31,64
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2019T1;28
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2018T4;20,18
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2018T3;18,19
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2018T2;27,6
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2018T1;27,62
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2017T4;26,14
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2017T3;20,03
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2017T2;24,56
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2017T1;25,35
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2016T4;21,25
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2016T3;16,5
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2016T2;24,98
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2016T1;23,93
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2015T4;27,16
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2015T3;19,57
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2015T2;23,41
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2015T1;20,88
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2014T4;23,14
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2014T3;14,93
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2014T2;23,94
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2014T1;29,91
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2013T4;19,86
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2013T3;15,3
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2013T2;23,46
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2013T1;24,49
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2012T4;20,13
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2012T3;28,4
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2012T2;31,17
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2012T1;24,91
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2011T4;23,88
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2011T3;15,5
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2011T2;31,96
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2011T1;33,07
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2010T4;20,42
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2010T3;17,73
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2010T2;21,37
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2010T1;19,42
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2009T4;17,13
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2009T3;22,14
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2009T2;27,11
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2009T1;18,13
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2008T4;20,82
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2008T3;21,17
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2008T2;35,18
Jornada a tiempo completo;M Actividades profesionales, científicas y técnicas;Coste salarial pagos atrasados;2008T1;39,34
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2026T1;2.213,18
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2025T4;2.228,95
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2025T3;2.123,66
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2025T2;2.109,98
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2025T1;2.150,34
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2024T4;2.153,94
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2024T3;1.977,12
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2024T2;2.020,76
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2024T1;1.999,64
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2023T4;2.085,28
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2023T3;1.919,8
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2023T2;1.988,67
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2023T1;1.945,65
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2022T4;1.972,87
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2022T3;1.876,47
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2022T2;1.868,21
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2022T1;1.823,39
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2021T4;1.949,93
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2021T3;1.781,52
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2021T2;1.815,18
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2021T1;1.781,99
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2020T4;1.817,26
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2020T3;1.703,45
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2020T2;1.595,63
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2020T1;1.776,4
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2019T4;1.853,88
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2019T3;1.738,15
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2019T2;1.743,72
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2019T1;1.741,86
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2018T4;1.796,85
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2018T3;1.699,27
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2018T2;1.722,8
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2018T1;1.715,01
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2017T4;1.757,61
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2017T3;1.668,95
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2017T2;1.706,46
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2017T1;1.709,24
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2016T4;1.774,65
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2016T3;1.679,67
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2016T2;1.728,02
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2016T1;1.697,43
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2015T4;1.764,53
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2015T3;1.655,8
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2015T2;1.698,3
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2015T1;1.681,84
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2014T4;1.768,59
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2014T3;1.657,44
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2014T2;1.677,18
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2014T1;1.683,65
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2013T4;1.741,07
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2013T3;1.664,92
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2013T2;1.680,16
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2013T1;1.639,59
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2012T4;1.757,33
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2012T3;1.635,7
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2012T2;1.671,76
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2012T1;1.658,31
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2011T4;1.726,41
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2011T3;1.619,97
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2011T2;1.628
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2011T1;1.630,13
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2010T4;1.660,18
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2010T3;1.539,76
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2010T2;1.585,17
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2010T1;1.560,27
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2009T4;1.667,05
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2009T3;1.530,6
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2009T2;1.578,93
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2009T1;1.546,74
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2008T4;1.679,32
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2008T3;1.583,92
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2008T2;1.572,78
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial total;2008T1;1.563,49
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2026T1;1.956,4
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2025T4;1.932,65
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2025T3;1.954,81
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2025T2;1.905,37
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2025T1;1.872,43
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2024T4;1.834,09
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2024T3;1.816,92
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2024T2;1.818,67
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2024T1;1.801,22
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2023T4;1.790,07
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2023T3;1.758,62
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2023T2;1.769,13
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2023T1;1.754,84
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2022T4;1.702,14
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2022T3;1.725,33
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2022T2;1.687,78
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2022T1;1.654,71
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2021T4;1.670,5
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2021T3;1.643
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2021T2;1.638,08
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2021T1;1.602,51
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2020T4;1.588,59
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2020T3;1.579,45
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2020T2;1.447,46
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2020T1;1.616,27
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2019T4;1.613,02
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2019T3;1.607,36
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2019T2;1.589,43
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2019T1;1.588,98
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2018T4;1.564,59
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2018T3;1.563,12
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2018T2;1.558,14
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2018T1;1.556,71
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2017T4;1.534,54
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2017T3;1.534,08
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2017T2;1.542,97
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2017T1;1.549,28
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2016T4;1.542,62
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2016T3;1.550,26
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2016T2;1.564,37
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2016T1;1.544,06
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2015T4;1.521,03
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2015T3;1.515,65
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2015T2;1.519,89
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2015T1;1.508,59
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2014T4;1.510,6
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2014T3;1.517,36
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2014T2;1.510,56
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2014T1;1.515,18
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2013T4;1.479,45
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2013T3;1.484,75
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2013T2;1.484,67
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2013T1;1.477,62
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2012T4;1.481,56
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2012T3;1.490,4
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2012T2;1.479,86
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2012T1;1.488,11
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2011T4;1.466,94
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2011T3;1.476,62
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2011T2;1.460,39
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2011T1;1.471,36
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2010T4;1.414,7
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2010T3;1.413,72
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2010T2;1.415,96
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2010T1;1.423,35
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2009T4;1.419,75
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2009T3;1.415,16
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2009T2;1.410,21
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2009T1;1.404,64
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2008T4;1.457,19
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2008T3;1.455,81
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2008T2;1.452,54
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial ordinario;2008T1;1.439,91
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2026T1;227,99
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2025T4;270,94
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2025T3;146,63
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2025T2;180,91
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2025T1;252,11
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2024T4;297,84
